Step,dist,comp_time,discarded_paths
0,0.5717033550018895,0.972285088035278,0
25,0.5991930896414743,0.36176929698558524,0
50,0.622516729020645,0.368486910010688,0
75,0.6425074548410599,0.3608477850211784,0
100,0.6576025707728528,0.35720001300796866,0
125,0.6677029861698778,0.35420001798775047,0
150,0.6744058397180477,0.3572110570385121,3
175,0.6846902795412698,0.3576526399701834,0
200,0.6999721336386643,0.360988422005903,0
225,0.7202505886458924,0.36093554797116667,0
250,0.744947387877174,0.35911602299893275,0
275,0.7692128663553371,0.37516592600150034,0
300,0.7909038839477653,0.35992255702149123,2
325,0.8114690331290629,0.35800532897701487,0
350,0.8287674029023095,0.35861191898584366,8
375,0.8424807032356361,0.3585737430257723,15
400,0.8587562700419096,0.35565932997269556,2
425,0.8800140241632347,0.3594507339876145,5
450,0.9046193333914146,0.35926647699670866,6
475,0.9265176986409026,0.35853391099954024,16
500,0.9449235089394834,0.3617812560405582,32
525,0.9625710226571796,0.35762446705484763,13
550,0.9778440394098863,0.3597339530242607,31
575,0.9896417567235022,0.35699722002027556,21
600,0.9979221717852439,0.3571791890426539,17
625,1.0047989402078026,0.35793519200524315,8
650,1.0102936110685297,0.3588910379912704,71
675,1.0145089594267787,0.358254601014778,46
700,1.017747382283958,0.3516113520017825,67
725,1.0198222955310132,0.35937253100564703,35
750,1.0225244106345535,0.35759598296135664,71
775,1.0245850318444398,0.3558231409988366,157
800,1.0279434368926559,0.3566142260096967,390
825,1.0328815194609602,0.3579608079744503,389
850,1.0395685663023337,0.35650706599699333,991
875,1.0455215992446438,0.3558970279991627,659
900,1.047777994897675,0.3599111090297811,232
925,1.0468214468635897,0.3556421439861879,200
950,1.0433564289662878,0.3613366840290837,237
975,1.0411784426696389,0.37126777798403054,276
1000,1.04220330840964,0.35684438300086185,348
1025,1.04317377081272,0.3565551539650187,343
1050,1.0448275296347753,0.36072347196750343,483
1075,1.0492621141187912,0.35553672100650147,568
1100,1.0534106998700676,0.3593667470267974,703
1125,1.0556622068664774,0.3575947849894874,639
1150,1.0574867697692154,0.3590123140020296,802
1175,1.060813460010438,0.35604335099924356,965
1200,1.0640738803131287,0.372754689946305,1106
1225,1.0661657249300498,0.3537048409925774,1056
1250,1.0689652632346835,0.35627501702401787,1419
1275,1.0707357924567695,0.35631715098861605,1517
1300,1.0696513410509818,0.35627613100223243,1442
1325,1.0655605052462833,0.35844495601486415,1561
1350,1.0580411250439523,0.35691728501114994,1552
1375,1.0472940645676534,0.3539996760082431,1601
1400,1.0318379937718682,0.3573844500351697,1605
1425,1.0136056543139595,0.35921416303608567,2317
1450,0.9916062025780761,0.35650115297175944,2318
1475,0.9630036603329489,0.3584810459869914,2420
1500,0.927005652823428,0.35916542902123183,2510
1525,0.8873819948957078,0.3546140649705194,3433
1550,0.8479558609608575,0.3562445570132695,4536
1575,0.8049075815281526,0.3547299260389991,4353
