Step,dist,comp_time,num_opts
0,0.5717033550018895,0.8987508820137009,0
25,0.5993290772717352,0.50869972401415,0
50,0.6235805335896669,0.5102801930042915,0
75,0.6447867501582029,0.5060861890087835,0
100,0.6617467153898103,0.5083746919990517,0
125,0.6743936362097674,0.512427394016413,1
150,0.684894467039655,0.5043809019844048,0
175,0.6925377106874268,0.5108042089850642,5
200,0.7001494334940955,0.5256353600125294,5
225,0.7074008315919916,0.5099162409896962,4
250,0.71355926608126,0.5137080390122719,10
275,0.7172353118669422,0.511177979002241,4
300,0.7174123566027584,0.5099207460007165,4
325,0.7167094021803172,0.508574353007134,5
350,0.719990647852299,0.5137674860015977,4
375,0.7259836413218689,0.5415008350100834,21
400,0.7322134780545781,0.526380811992567,18
425,0.7375006239589001,0.6880784569948446,160
450,0.7417912953653277,0.7316046509949956,200
475,0.7486637137095563,0.8427084760041907,299
500,0.75583405354178,0.8961398279934656,345
525,0.7639073697828046,1.0156087829964235,445
550,0.772878394749097,1.0593033240002114,488
575,0.7806952345797441,0.9880712430167478,423
600,0.7870434418998419,1.1793016720039304,596
625,0.7936412674152122,1.4792119599878788,857
650,0.7995446676872174,1.3573044770164415,757
675,0.8051693050996653,1.7474329750111792,1104
700,0.8096907181331354,0.9757768170093186,410
725,0.8134720087973635,0.7328150579996873,199
750,0.8196257755788384,1.5082331760204397,889
775,0.8279951535853368,1.5310901580087375,905
800,0.8386049829487975,2.2923060589819215,1582
825,0.851590656493852,2.9592528399953153,2183
850,0.8672812829521398,3.430149851978058,2604
875,0.8855215303816398,4.588316272012889,3558
900,0.9011627621352095,2.8548837910057046,2042
925,0.9178943790129531,1.8049881590122823,1130
950,0.9383023486115113,2.6090443870052695,1865
975,0.9569801109545628,3.0388670390238985,2246
1000,0.9739108328836598,1.5985300659958739,962
1025,0.9943061444215268,3.212471769977128,2413
1050,1.0143493072648766,3.298719168000389,2483
1075,1.0331969539208097,1.9168935120105743,1235
1100,1.049943884950129,1.031897264008876,463
1125,1.0648383580614544,0.815946625021752,275
1150,1.0776996687431066,0.7311269079800695,197
1175,1.08640509539327,0.6574612769763917,133
1200,1.0928645173767146,0.6691008209891152,142
1225,1.0976549553775414,0.7411306309804786,205
1250,1.099488386402809,0.8077795049757697,266
1275,1.0982007840684265,0.7166478250001092,183
1300,1.0941808428776638,0.7464818540029228,214
1325,1.0881935387268584,0.7486980159883387,215
1350,1.0840535779593172,0.7331061649892945,193
1375,1.0808824238646428,0.6738485759997275,147
1400,1.0769853580622888,0.9257741890032776,370
1425,1.070567225351467,1.5454061420168728,922
1450,1.0608609042510668,1.8034937789780088,1146
1475,1.0475272752589282,2.7078651580086444,1963
1500,1.0286534680536201,2.898829373996705,2131
1525,1.0042586745539495,3.4874775290081743,2647
1550,0.9729697121398135,3.9550446849898435,3073
1575,0.9338695318623308,3.986536350013921,3086
1600,0.8891583208870272,5.3545567319961265,4315
1625,0.8425061917952074,3.2816447649965994,2443
1650,0.7962071092420978,2.326642152009299,1551
1675,0.7521660068489533,1.1907857860205695,578
1700,0.7109784770400056,0.9611286040162668,382
1725,0.67275298020138,0.6691428959893528,128
1750,0.6392642602543782,0.6948052689840551,151
