Step,dist,comp_time,num_opts
0,0.5717033550018895,0.8782282249885611,0
25,0.5991930896414743,0.4424426640034653,0
50,0.6238847029919878,0.4389588949852623,0
75,0.6476216413595799,0.44774831298855133,0
100,0.6700872466685177,0.45722614199621603,0
125,0.6898403622342055,0.4497670120035764,0
150,0.7089511857339468,0.4430132209963631,0
175,0.7268979465252157,0.4431326589838136,0
200,0.7411105755999308,0.44061898899963126,0
225,0.7536540479052959,0.44062441200367175,0
250,0.7637286825970496,0.44555500501883216,0
275,0.7741429117959809,0.4418878619908355,0
300,0.7862864669510702,0.4493835740140639,0
325,0.8032462880606043,0.4474801800097339,0
350,0.8234823781829095,0.45520270700217225,0
375,0.8414139897673057,0.43710340198595077,0
400,0.8569175771909692,0.43769871501717716,0
425,0.8746776229252043,0.4445977579744067,0
450,0.8973221784046095,0.4427763940184377,0
475,0.9188006560596207,0.44242874000337906,0
500,0.9385609389064807,0.44629613499273546,0
525,0.9610684106747504,0.4443356880219653,0
550,0.9837381411564773,0.44965264698839746,0
575,1.0049643802640018,0.4474715389951598,0
600,1.0288415980168453,0.43738252299954183,0
625,1.0527697817079102,0.44422530400333926,0
650,1.076758440510724,0.44347326102433726,0
675,1.1008341662897858,0.4379315270052757,0
700,1.123897972485946,0.4373984989942983,0
725,1.1458218896511185,0.44911231799051166,0
750,1.1652227928908538,0.4391969029966276,0
775,1.1803870192504549,0.4430754320055712,0
800,1.1920175702765656,0.44484256400028244,0
825,1.201136041918471,0.43984282098244876,0
850,1.2084407688082235,0.45586600500973873,0
875,1.2149983856196027,0.44600053600152023,0
900,1.22398577751404,0.4479287689900957,0
925,1.233114363167177,0.4611851679801475,1
950,1.2392317186410804,0.44672487300704233,0
975,1.242943392104713,0.4614024500187952,8
1000,1.2448358074942583,0.5136000879865605,52
1025,1.2451776003583122,0.5618132969830185,108
1050,1.246205610250925,0.4746189180004876,28
1075,1.2504905203192318,0.48871376100578345,36
1100,1.2579039179848446,0.4784213410166558,24
1125,1.268305835395402,0.48848257202189416,25
1150,1.2816018682124193,0.47706707500037737,26
1175,1.297683086647522,0.4759564319974743,26
1200,1.3116099121331024,0.5410443629953079,89
1225,1.3243521015830366,0.49123177901492454,36
1250,1.3407218421532503,0.5369214090169407,60
1275,1.3608487110333878,0.4823979100037832,39
1300,1.3804657126425617,0.5754861400055233,120
1325,1.3958124017152582,0.7376988620089833,235
1350,1.4068493800764712,0.8311489800107665,326
1375,1.4150675011597034,0.9056793999916408,392
1400,1.4215419901170843,0.8189554940036032,337
1425,1.4256181182691408,0.8324333450000267,350
1450,1.4266426373156438,0.8649925100035034,368
1475,1.4252476588601202,0.7774624279991258,304
1500,1.4222075280175726,0.8349890999961644,352
1525,1.4182983421951556,0.9329509930103086,439
1550,1.4129908103437474,1.0897226119996049,577
1575,1.4048463534570301,1.0637449310161173,546
1600,1.3949322073187946,0.916152037010761,425
1625,1.3828684028133602,1.5627616010024212,1007
1650,1.3662569372030673,1.5665441580058541,1003
1675,1.344260211635158,1.7463167659880128,1176
1700,1.3170488736326762,1.9407285840134136,1345
1725,1.2838606809958004,2.716058307996718,2041
1750,1.2437917298604961,3.226978060993133,2492
1775,1.1969866390346364,3.109460569015937,2371
1800,1.1437530670737535,1.0545956880087033,554
1825,1.0832528216224953,0.5050509939901531,58
1850,1.021227681202085,0.7200557710020803,244
1875,0.96161881814563,0.6346493299934082,148
1900,0.9043642667297538,0.5255245589942206,58
1925,0.8513909461674669,0.450783787004184,11
1950,0.8044275311622964,0.438199544994859,0
1975,0.7633981077367729,0.43880267901113257,0
2000,0.727339175085447,0.44774937501642853,0
