Step,dist,comp_time,discarded_paths
1550,1.0826088429815552,2.257887800980825,1266
1575,1.058902984356796,2.123129996994976,1180
1600,1.031046759606602,2.5691593710216694,1464
1625,0.996587841979752,4.158302269002888,2488
1650,0.9537878030647735,4.998185461969115,2999
1675,0.9047793335983705,4.257156438019592,2535
1700,0.8526869128056915,3.8999456940218806,2314
1725,0.8010222148231086,2.926921346981544,1690
1750,0.7537215632864182,1.3826118009747006,712
1775,0.7115028361751203,1.0900358040235005,526
1800,0.67541497405397,0.6323039939743467,233
1825,0.6458365651961356,0.61276040103985,209
1850,0.6236691672665626,0.35123721102718264,54
1875,0.6100344824856326,0.27126208395930007,7
1900,0.6023783825913711,0.25865874299779534,0
1925,0.5991763119905088,0.2611093339510262,0
1950,0.6005622315230195,0.26018861401826143,0
1975,0.605293409321783,0.26055674004601315,0
2000,0.6112054205937878,0.2604809359763749,0
2025,0.6185438691755715,0.2591671830159612,0
2050,0.6262290842839936,0.2589393769740127,0
2075,0.634445841169374,0.2617502079810947,0
2100,0.639605789309986,0.2760139150195755,0
2125,0.6391569494640132,0.26024340401636437,0
2150,0.6342030652611989,0.25857519696000963,0
2175,0.6259175922216366,0.2617023600032553,0
2200,0.6182763334083913,0.2585655819857493,0
2225,0.6088781734254496,0.2617644480196759,0
2250,0.5993318216789343,0.2602352279936895,0
2275,0.592798330850338,0.26335607998771593,0
2300,0.5837943055931514,0.2595167640247382,0
2325,0.5760590388619895,0.25825837696902454,0
2350,0.5732292995200913,0.2606992069631815,0
2375,0.5713843458751746,0.2589876470156014,0
2400,0.5708742386045117,0.28372381400549784,0
2425,0.5698065177791477,0.2616137120057829,0
2450,0.5684074032202528,0.26087663997896016,0
2475,0.5697838023759291,0.26071808201959357,0
2500,0.5712794261004811,0.25913799402769655,0
2525,0.5700235699191044,0.26002876996062696,0
2550,0.5681375866418108,0.26067230402259156,0
2575,0.5656011180341538,0.2617721589631401,0
2600,0.5618618901350325,0.2599935869802721,0
2625,0.5588912551620768,0.2611842059995979,0
2650,0.5586770096655407,0.2577928400132805,0
2675,0.5629559094641966,0.2596981459646486,0
2700,0.5677360907349158,0.271659724006895,0
2725,0.5701758875341061,0.26220823999028653,0
2750,0.5681856812863842,0.26249838795047253,0
2775,0.5666993081230475,0.2632112599676475,0
2800,0.5646224764379484,0.2618505459977314,0
2825,0.5631808317648112,0.2620946289971471,0
2850,0.5640894544343686,0.25987745402380824,0
2875,0.5635355519868744,0.25930367002729326,0
2900,0.5636917222149143,0.2599932259763591,0
2925,0.5632148766265891,0.26041523599997163,0
2950,0.5653473227574882,0.25972065702080727,0
2975,0.5683011300381533,0.2628827180014923,0
3000,0.5685225283345113,0.25926959700882435,0
3025,0.5701688643085809,0.2606616870034486,0
3050,0.5716639219902743,0.25858917797449976,0
3075,0.5417264282643731,0.25944515597075224,0
3100,0.5090349967001911,0.24515547102782875,0
3125,0.4758437591646726,0.23143131396500394,0
3150,0.4457144743338236,0.2163650770089589,0
3175,0.41662559227909135,0.2004267749725841,0
3200,0.38850698593949323,0.18504457001108676,0
3225,0.3597613886595615,0.17146794602740556,0
3250,0.32915016832354155,0.15484482696047053,0
3275,0.3012339030703529,0.14116852596635,0
3300,0.27264634524826503,0.1283118290011771,0
3325,0.2400017800131794,0.11237615399295464,0
3350,0.20901204533842221,0.0974556640139781,0
3375,0.176822054614068,0.08125205797841772,0
3400,0.14317418718233751,0.06617933697998524,0
3425,0.10923523205114855,0.05178616498596966,0
3450,0.0769627816588976,0.03655850497307256,0
3475,0.046817604073691496,0.021759660041425377,0
3500,0.01800255060366507,0.006221160001587123,0
