Step,dist,comp_time,discarded_paths
0,0.5717033550018895,0.9060976579785347,0
25,0.5997930438145025,0.2633469490101561,0
50,0.6260036930079935,0.2638662589597516,0
75,0.6504106766611466,0.262748591019772,0
100,0.6739283880167983,0.2639281299780123,0
125,0.694641381861353,0.2687371850479394,0
150,0.7103638989308262,0.2784416499780491,1
175,0.7211070427406431,0.2636157239903696,2
200,0.7287337583665552,0.2666853139526211,2
225,0.7368358714915754,0.263687574013602,3
250,0.7447553863754254,0.27988287300104275,3
275,0.7507114201028768,0.2674888890469447,1
300,0.7527432195866925,0.2651212330092676,0
325,0.751490165818985,0.26750688400352374,0
350,0.7486416794989474,0.26782082504360005,5
375,0.748078520504007,0.2632319750264287,19
400,0.7493835029372492,0.2642914180178195,41
425,0.7519758125285507,0.2666344149620272,7
450,0.7577423179995573,0.26949980802601203,64
475,0.7661784954312757,0.26208868401590735,170
500,0.7740967174766923,0.26414048502920195,202
525,0.7796307130817822,0.2639856179594062,184
550,0.7835162656914682,0.2646990100038238,224
575,0.7858505551325233,0.26351094897836447,190
600,0.790043352006715,0.2637234560097568,342
625,0.7952642049116356,0.2633261830196716,367
650,0.7988222260696001,0.261735146981664,368
675,0.8029507868844095,0.26672862604027614,190
700,0.8097050610054648,0.2652284589712508,325
725,0.8186097855617214,0.2645702589652501,570
750,0.8295283234882357,0.2628796360222623,810
775,0.8425334313469325,0.26056173199322075,1052
800,0.8578206071634312,0.26051832595840096,1516
825,0.874880981147852,0.26116873999126256,1807
850,0.8892389925380486,0.2843235260224901,677
875,0.8998307960839189,0.2641420259606093,520
900,0.9115397035238758,0.26176134700654075,474
925,0.9268242391181135,0.2686155069968663,526
950,0.9455534419859082,0.2619535399717279,1235
975,0.9643232950876244,0.25745851796818897,1383
1000,0.9807044930815104,0.26009639201220125,597
1025,0.9943220001358901,0.2799267009831965,434
1050,1.0062729296307478,0.26270027400460094,204
1075,1.0203897469964387,0.262457502016332,398
1100,1.0386930007559743,0.26388308499008417,555
1125,1.056797515367647,0.26210893801180646,431
1150,1.0772640692713158,0.2758425020147115,457
1175,1.0999555106566248,0.26394169096602127,451
1200,1.121778698102953,0.26171246502781287,326
1225,1.1457308908046733,0.2622975350241177,394
1250,1.1697813893198297,0.2673315400024876,349
1275,1.1938651810108956,0.264228368003387,419
1300,1.2199093131252412,0.26629147899802774,254
1325,1.243434431544184,0.2740820330218412,230
1350,1.2643537117748498,0.2650006270268932,240
1375,1.2824324057600986,0.2647566020023078,261
1400,1.2982939974017513,0.26400558900786564,210
1425,1.3120417140186043,0.2640562609885819,158
1450,1.3245515256254776,0.26650115504162386,258
1475,1.3357624941562398,0.2658136379905045,130
1500,1.3445085954646776,0.26524227496702224,513
1525,1.3508610498758615,0.26455416000681,516
1550,1.3556642889458668,0.26601286698132753,448
1575,1.359107796067132,0.26305584399960935,673
1600,1.3613949318057377,0.2631624429486692,757
1625,1.3616672125885747,0.26668046502163634,923
1650,1.358154479790957,0.26131172699388117,809
1675,1.351881392246513,0.26354458404239267,957
1700,1.3444516724758415,0.26616321597248316,752
1725,1.3355821144185265,0.26411734899738804,1075
1750,1.322314156506042,0.2622442460269667,1570
1775,1.3042720040931366,0.26106901600724086,1999
1800,1.2823656344826138,0.26404479797929525,2287
1825,1.255099098796862,0.2588570709922351,3194
1850,1.2216108779316344,0.2605390280368738,1367
1875,1.1849834544354054,0.26308896200498566,503
1900,1.143064156957694,0.26499244902515784,38
1925,1.0958721545578627,0.26145982404705137,3
1950,1.0436927281390331,0.26384629897074774,2
1975,0.9923114856758032,0.26331156003288925,0
2000,0.9450222265168321,0.262998575984966,0
2025,0.899887501126045,0.26552614697720855,0
2050,0.8578282611172822,0.26536908303387463,0
2075,0.8190093591728219,0.26639300800161436,0
2100,0.7835072389380575,0.2633857329492457,0
2125,0.7526073086342637,0.263438894005958,0
2150,0.7254198492656265,0.2613371459883638,0
2175,0.7033578560777943,0.2644853750243783,0
2200,0.6850279338022914,0.279045793984551,0
2225,0.6692734749901644,0.265917852986604,0
2250,0.6581399698013407,0.2658826879924163,0
2275,0.6479278489432545,0.26464189699618146,0
2300,0.6377796784259226,0.2642818380263634,0
2325,0.6281090032265628,0.2641167899710126,0
2350,0.6189282053066094,0.26232294202782214,0
2375,0.6124112428939016,0.263637205993291,0
2400,0.6101054038367781,0.26130822603590786,0
2425,0.6057154219097932,0.2629784099990502,0
2450,0.6018334271020342,0.2651606909930706,0
2475,0.599275095425524,0.2648593269987032,0
2500,0.5953719258639695,0.2756061010295525,0
2525,0.5940478976490905,0.2657548459828831,0
2550,0.5922880963142988,0.26495671598240733,0
2575,0.5866007951895208,0.2646005859714933,0
2600,0.5833476360163,0.2647642850060947,0
2625,0.5801165241609642,0.2613377819652669,0
2650,0.5770092481810091,0.26457813900196925,0
2675,0.5766860625152211,0.2621790189878084,0
2700,0.5763149783911047,0.2649914550129324,0
2725,0.5779835290864853,0.26671951700700447,0
2750,0.5805553092856036,0.2658339889603667,0
2775,0.5820313087067388,0.269806764961686,0
2800,0.5807283209004327,0.2629992570145987,0
2825,0.5799873087744712,0.26476748404093087,0
2850,0.5794989983474576,0.26649078802438453,0
2875,0.5753607795260104,0.26382274698698893,0
2900,0.5696311782069537,0.26333626004634425,0
2925,0.5666116405534075,0.26339783996809274,0
2950,0.5680077816559093,0.26288567698793486,0
2975,0.5704704712737388,0.264120506006293,0
3000,0.5705455093568945,0.2624315780121833,0
3025,0.5687108481206726,0.26085825701011345,0
3050,0.5664409026766961,0.2635452520335093,0
3075,0.5351561973412059,0.27928225602954626,0
3100,0.5066602036818265,0.24953072599601,0
3125,0.4789225212724852,0.2318889560410753,0
3150,0.45021471074979097,0.21606165199773386,0
3175,0.41873426464700925,0.20225040899822488,0
3200,0.3865139160563999,0.18739853001898155,0
3225,0.3567772111617224,0.1731871929951012,0
