Step,dist,comp_time,num_opts
0,0.5717033550018895,0.7601517110015266,0
25,0.5991930065495572,0.33015461001195945,0
50,0.6216827098859057,0.33233675701194443,0
75,0.6393886978610263,0.3418447010044474,1
100,0.6526465858669004,0.3499570169951767,0
125,0.6611780606591253,0.33618757801014,0
150,0.6679570263696512,0.3420948120037792,4
175,0.6789899865949861,0.3323763880034676,0
200,0.6950221991505862,0.3335562529973686,0
225,0.7160525754232481,0.33425352998892777,0
250,0.7394346909324323,0.3341311540134484,0
275,0.7590396096571456,0.33537228500063065,0
300,0.7737741519275319,0.36892541000270285,18
325,0.7868859896390811,0.3500964569975622,8
350,0.8001207851395038,0.3764255440037232,17
375,0.8119309297687402,0.34747720599989407,7
400,0.8201223182050196,0.339034349002759,1
425,0.8250287713625697,0.35056033699947875,8
450,0.8264476951360015,0.3404428719950374,3
475,0.8252738025124338,0.3537962319969665,11
500,0.8249802394669761,0.4029816080001183,40
525,0.8254096263598952,0.4011082179931691,39
550,0.8265944570964989,0.38712238099833485,31
575,0.8277220380678985,0.48879532200226095,84
600,0.8306304625950618,0.7282157410081709,242
625,0.8342488298195336,0.5319762129947776,120
650,0.8377163715991475,0.5954706000047736,161
675,0.843198489258209,1.1782181599992327,521
700,0.8496440052412406,0.8882562640064862,340
725,0.8543505465830918,1.2209161069913534,540
750,0.8597256656463607,0.8886706650082488,339
775,0.867599132267268,1.6713469860114856,829
800,0.8776918307694775,2.4163940409926,1280
825,0.8900093251030551,3.341100212011952,1856
850,0.9026649577396026,1.8440488040068885,935
875,0.9115008571070328,0.7186538559908513,234
900,0.9167909120092856,0.5673978550039465,141
925,0.9187773555675239,0.636172765007359,187
950,0.9194753686854386,0.5787763389962493,142
975,0.920728412801931,0.625227848009672,181
1000,0.9215236788587673,0.6731509370001731,211
1025,0.9213237636948738,0.6712937150005018,208
1050,0.9196459789778395,0.6638388150022365,202
1075,0.9197445566371892,1.2393613479944179,550
1100,0.9227442398857287,1.4890369740023743,716
1125,0.9258465412943045,1.4829355380061315,712
1150,0.9298516055833327,1.9356476340035442,988
1175,0.9359197376182449,2.1197889530012617,1110
1200,0.9417307394288774,2.0793180239998037,1086
1225,0.9445888257743259,2.3359481609950308,1234
1250,0.9450267505057643,2.070846545000677,1077
1275,0.9431154940456411,2.3391659000044456,1237
1300,0.9374323591938163,2.323995455997647,1237
1325,0.9291291669933969,1.978280929994071,1015
1350,0.9208091290980374,3.921650022006361,2225
1375,0.9111463234271796,4.156847588004894,2350
1400,0.8977113950343111,3.613372501989943,2033
1425,0.879945961114034,4.213945491996128,2414
1450,0.8558515632913714,4.255399689995102,2433
1475,0.8252577671615312,4.191861056999187,2394
1500,0.7898655748648192,4.543796633995953,2616
1525,0.7487485253122356,5.722451128007378,3350
1550,0.7053922807676928,6.379658767007641,3750
1575,0.6633475524167213,7.57206415598921,4482
1600,0.624857538542287,7.985399807992508,4769
1625,0.5884129184851965,2.9947674840077525,1659
1650,0.5561800121889653,1.6688746470026672,823
1675,0.5310104658146948,0.7434444390091812,255
1700,0.5107850067097707,0.5982345439988421,163
1725,0.49578672933698487,0.36187563100247644,18
1750,0.4870363180451425,0.34676305500033777,8
1775,0.483051868267383,0.3318445479962975,0
1800,0.48304957864351594,0.33160584600409493,0
1825,0.48575385896157064,0.3337332579976646,0
1850,0.49125891881542105,0.33214688999578357,1
1875,0.4994361497438725,0.34890185500262305,0
1900,0.5056310420665111,0.3314292330032913,0
1925,0.5130752830810493,0.32968542899470776,0
1950,0.5200028831000627,0.3322171619947767,0
1975,0.5274963312849191,0.3298240599979181,0
2000,0.5364493154944342,0.3281247289996827,0
2025,0.5438710976625447,0.33461494800576475,0
2050,0.5484856086962142,0.3314526770118391,0
