Step,dist,comp_time,discarded_paths
0,0.5717033550018895,1.8445022639934905,0
25,0.5991930552238337,1.0902132040355355,0
50,0.6216843410317222,0.9710791559773497,0
75,0.6391822982415956,0.9419704210013151,0
100,0.6516892801229658,0.943243317946326,0
125,0.6592105502345634,0.9489374019904062,4
150,0.6618560693039158,0.9548864440293983,20
175,0.6635587610261671,0.956435930042062,31
200,0.6677456711715917,0.9444952089688741,24
225,0.6732871536575176,0.9520538370124996,34
250,0.6796334912235252,0.9429198739817366,54
275,0.686873484428337,0.9498506339732558,22
300,0.6933642331249598,0.9598017169628292,50
325,0.6995024175313088,0.9472932479693554,36
350,0.7033069683070498,0.9433346019941382,16
375,0.7034580286135809,0.9508945879642852,4
400,0.7009162015131449,0.964601618994493,3
425,0.7009000806652291,0.9476028290227987,21
450,0.7023185154337229,0.950480793020688,188
475,0.7058606606801888,0.959664718946442,149
500,0.7111191192995294,0.9578316860133782,323
525,0.7180421201863328,0.9448710699798539,734
550,0.7253407332005906,0.9544284400180914,407
575,0.7334456662970508,0.9490618410054594,1387
600,0.7437384725956843,0.9805746959755197,1038
625,0.7522723670032668,0.9481628189678304,573
650,0.7611164004283812,0.9479139769682661,1062
675,0.7694302353664154,0.9484557440155186,201
700,0.7750420760384904,0.9726612039958127,303
725,0.7776162159015826,0.9348509489791468,477
750,0.7798366190368239,0.9502747619990259,766
775,0.7839810398208642,0.9493009719881229,776
800,0.7901561536096271,0.969591670029331,911
825,0.7977780930227362,0.9475463810376823,1046
850,0.8067464290725003,0.9561768370331265,947
875,0.8172651774605332,0.9337570040370338,1084
900,0.8263044357870712,0.9630996739724651,424
925,0.8318263301841256,0.9516142449574545,539
950,0.8355395780957656,0.9545768019743264,336
975,0.8401192635722131,0.94402449199697,341
1000,0.8482560246484929,0.9692507779691368,257
1025,0.8597108324579199,0.9392498709494248,384
1050,0.870613481840097,0.9409524939837866,588
1075,0.8782546472652888,0.9475740829948336,217
1100,0.8868885102009336,0.9508192600333132,575
1125,0.8955996796691384,0.9434350520023145,281
1150,0.901831561029425,0.9460305479587987,333
1175,0.9058603354598747,0.9434977250057273,214
1200,0.9109829470214207,0.9663193370215595,452
1225,0.9163356065923688,0.9348323119920678,410
1250,0.9194555250934681,0.9395446259877644,1522
1275,0.9228562670018228,0.9494604929932393,2388
1300,0.9280716266906075,0.9565773869981058,2001
1325,0.9320643047458868,0.9396789059974253,2540
1350,0.9318042371752798,0.9345926240202971,4220
1375,0.9263761405356797,0.9411646819789894,3973
1400,0.9151577805261434,0.9434395650168881,3897
1425,0.8975428562306426,0.9381463279714808,4111
1450,0.8729723494100698,0.9372284020064399,2725
1475,0.8409787142979305,0.9474582670372911,3142
1500,0.8011431423887111,0.9362265890231356,3247
1525,0.7542508948201533,0.9537382579874247,1471
1550,0.7081789715108845,0.9522263159742579,819
1575,0.6656124010894814,0.9442330539459363,401
1600,0.6273629203162326,0.9522634540335275,303
1625,0.5938589049232645,0.9502373089781031,152
1650,0.5654040551954165,0.9514595550135709,425
1675,0.5422478201996073,0.9617489550146274,1044
1700,0.5247826892820482,0.9548411190044135,1572
1725,0.5134565207881882,0.9489713590010069,433
1750,0.5083556656415121,0.9453279310255311,196
1775,0.5040684617062373,0.9613921779673547,25
1800,0.501612260342274,0.9470862530288287,4
1825,0.49974122533641707,0.9485141320037656,4
1850,0.49943702992790845,0.9504301080014557,0
1875,0.5042893014209595,0.965984249021858,0
1900,0.5090069662646166,0.9538338980055414,0
1925,0.5144976854818358,0.9448708909912966,0
1950,0.5196184830939287,0.9519789289915934,0
1975,0.5203269632271649,0.9652044030372053,0
2000,0.5216002884989824,0.9489519719500095,0
2025,0.5273174772336816,0.9419132900075056,0
2050,0.5323561134145526,0.9476464170147665,0
2075,0.535678688998428,0.9618255000095814,0
2100,0.5362273894483525,0.9456051489687525,0
2125,0.5371231979291793,0.9436390960472636,0
2150,0.5426472754643368,0.9421853750245646,0
2175,0.5474291613512636,0.9592005390441045,0
2200,0.5520170965510632,0.9535933019942604,0
2225,0.5543906060230845,0.9446244289865717,0
2250,0.5572449281232517,0.9475793049787171,0
2275,0.5594184681092235,0.956130641978234,0
2300,0.5565787387858939,0.957949671021197,0
2325,0.5542639950409098,0.9391085090464912,0
2350,0.556837034765297,0.9538432639674284,0
2375,0.5587995029027876,0.9690448379842564,0
2400,0.5612201144173722,0.9514546479913406,0
2425,0.5625111632308393,0.9339982660021633,0
2450,0.5639640696914964,0.9449681830010377,0
