x_goal,x,y_goal,y,u_v,v,u_w,w
0.0007072135785007072,-0.005433549124278697,0.0007072135785007072,0.00015360566100515005,0.292851225418895,-1.8055549542358278e-08,0.0015379906282007797,-2.08171650299364e-08
0.0007072135785007072,-0.0008392606903736354,0.0007072135785007072,0.0001482908290142271,0.292851225418895,0.1625430770755695,0.0015379906282007797,0.16625182253890539
0.0007072135785007072,-0.0008392606903736354,0.0007072135785007072,0.0001482908290142271,0.292851225418895,0.1625430770755695,0.0015379906282007797,0.16625182253890539
0.0007072135785007072,-0.0008392606903736354,0.0007072135785007072,0.0001482908290142271,0.292851225418895,0.1625430770755695,0.0015379906282007797,0.16625182253890539
0.0007072135785007072,-0.0008392606903736354,0.0007072135785007072,0.0001482908290142271,0.292851225418895,0.1625430770755695,0.0015379906282007797,0.16625182253890539
0.0007072135785007072,-0.0008392606903736354,0.0007072135785007072,0.0001482908290142271,0.292851225418895,0.1625430770755695,0.0015379906282007797,0.16625182253890539
0.0007072135785007072,-0.0008392606903736354,0.0007072135785007072,0.0001482908290142271,0.292851225418895,0.1625430770755695,0.0015379906282007797,0.16625182253890539
0.0007072135785007072,-0.0008392606903736354,0.0007072135785007072,0.0001482908290142271,0.292851225418895,0.1625430770755695,0.0015379906282007797,0.16625182253890539
0.0007072135785007072,-0.0008392606903736354,0.0007072135785007072,0.0001482908290142271,0.292851225418895,0.1625430770755695,0.0015379906282007797,0.16625182253890539
0.0007072135785007072,-0.0008392606903736354,0.0007072135785007072,0.0001482908290142271,0.292851225418895,0.1625430770755695,0.0015379906282007797,0.16625182253890539
0.0007072135785007072,-0.0008392606903736354,0.0007072135785007072,0.0001482908290142271,0.292851225418895,0.1625430770755695,0.0015379906282007797,0.16625182253890539
0.0007072135785007072,-0.0008392606903736354,0.0007072135785007072,0.0001482908290142271,0.292851225418895,0.1625430770755695,0.0015379906282007797,0.16625182253890539
0.0007072135785007072,-0.0006751773113971698,0.0007072135785007072,0.0001481035108336237,0.292851225418895,0.1656236808773617,0.0015379906282007797,0.17208384067879035
0.0007072135785007072,-0.0006751773113971698,0.0007072135785007072,0.0001481035108336237,0.292851225418895,0.1656236808773617,0.0015379906282007797,0.17208384067879035
0.0007072135785007072,-0.0006751773113971698,0.0007072135785007072,0.0001481035108336237,0.292851225418895,0.1656236808773617,0.0015379906282007797,0.17208384067879035
0.0007072135785007072,-0.0006751773113971698,0.0007072135785007072,0.0001481035108336237,0.292851225418895,0.1656236808773617,0.0015379906282007797,0.17208384067879035
0.0007072135785007072,-0.0006751773113971698,0.0007072135785007072,0.0001481035108336237,0.292851225418895,0.1656236808773617,0.0015379906282007797,0.17208384067879035
0.0007072135785007072,-0.0006751773113971698,0.0007072135785007072,0.0001481035108336237,0.292851225418895,0.1656236808773617,0.0015379906282007797,0.17208384067879035
0.0007072135785007072,-0.0006751773113971698,0.0007072135785007072,0.0001481035108336237,0.292851225418895,0.1656236808773617,0.0015379906282007797,0.17208384067879035
0.0007072135785007072,-0.0006751773113971698,0.0007072135785007072,0.0001481035108336237,0.292851225418895,0.1656236808773617,0.0015379906282007797,0.17208384067879035
0.0007072135785007072,-0.0006751773113971698,0.0007072135785007072,0.0001481035108336237,0.292851225418895,0.1656236808773617,0.0015379906282007797,0.17208384067879035
0.0007072135785007072,-0.0006751773113971698,0.0007072135785007072,0.0001481035108336237,0.292851225418895,0.1656236808773617,0.0015379906282007797,0.17208384067879035
0.0007072135785007072,-0.0006751773113971698,0.0007072135785007072,0.0001481035108336237,0.292851225418895,0.1656236808773617,0.0015379906282007797,0.17208384067879035
0.0007072135785007072,-0.0006751773113971698,0.0007072135785007072,0.0001481035108336237,0.292851225418895,0.1656236808773617,0.0015379906282007797,0.17208384067879035
0.0007072135785007072,-0.0006751773113971698,0.0007072135785007072,0.0001481035108336237,0.292851225418895,0.1656236808773617,0.0015379906282007797,0.17208384067879035
0.0014144271570014145,-0.0006751773113971698,0.0014144271570014145,0.0001481035108336237,0.3011135777486171,0.1656236808773617,0.0007604556044440184,0.17208384067879035
0.0014144271570014145,0.001457131594763148,0.0014144271570014145,0.000145674409983194,0.3011135777486171,0.19040578972184902,0.0007604556044440184,0.23014146704067762
0.0014144271570014145,0.003519779949350337,0.0014144271570014145,0.00014331711602087873,0.3011135777486171,0.22071128556423425,0.0007604556044440184,0.28812125340080175
0.0014144271570014145,0.003519779949350337,0.0014144271570014145,0.00014331711602087873,0.3011135777486171,0.22071128556423425,0.0007604556044440184,0.28812125340080175
0.0014144271570014145,0.003519779949350337,0.0014144271570014145,0.00014331711602087873,0.3011135777486171,0.22071128556423425,0.0007604556044440184,0.28812125340080175
0.0014144271570014145,0.003519779949350337,0.0014144271570014145,0.00014331711602087873,0.3011135777486171,0.22071128556423425,0.0007604556044440184,0.28812125340080175
0.0014144271570014145,0.003519779949350337,0.0014144271570014145,0.00014331711602087873,0.3011135777486171,0.22071128556423425,0.0007604556044440184,0.28812125340080175
0.0014144271570014145,0.003519779949350337,0.0014144271570014145,0.00014331711602087873,0.3011135777486171,0.22071128556423425,0.0007604556044440184,0.28812125340080175
0.0014144271570014145,0.003519779949350337,0.0014144271570014145,0.00014331711602087873,0.3011135777486171,0.22071128556423425,0.0007604556044440184,0.28812125340080175
0.0014144271570014145,0.003519779949350337,0.0014144271570014145,0.00014331711602087873,0.3011135777486171,0.22071128556423425,0.0007604556044440184,0.28812125340080175
0.0014144271570014145,0.003519779949350337,0.0014144271570014145,0.00014331711602087873,0.3011135777486171,0.22071128556423425,0.0007604556044440184,0.28812125340080175
0.0014144271570014145,0.003519779949350337,0.0014144271570014145,0.00014331711602087873,0.3011135777486171,0.22071128556423425,0.0007604556044440184,0.28812125340080175
0.0014144271570014145,0.003519779949350337,0.0014144271570014145,0.00014331711602087873,0.3011135777486171,0.22071128556423425,0.0007604556044440184,0.28812125340080175
0.0014144271570014145,0.003519779949350337,0.0014144271570014145,0.00014331711602087873,0.3011135777486171,0.22071128556423425,0.0007604556044440184,0.28812125340080175
0.0014144271570014145,0.003519779949350337,0.0014144271570014145,0.00014331711602087873,0.3011135777486171,0.22071128556423425,0.0007604556044440184,0.28812125340080175
0.0014144271570014145,0.003519779949350337,0.0014144271570014145,0.00014331711602087873,0.3011135777486171,0.22071128556423425,0.0007604556044440184,0.28812125340080175
0.0014144271570014145,0.003519779949350337,0.0014144271570014145,0.00014331711602087873,0.3011135777486171,0.22071128556423425,0.0007604556044440184,0.28812125340080175
0.0014144271570014145,0.0037416280737106533,0.0014144271570014145,0.0001430629303657627,0.3011135777486171,0.2229849631563987,0.0007604556044440184,0.2921838515513213
0.0014144271570014145,0.0037416280737106533,0.0014144271570014145,0.0001430629303657627,0.3011135777486171,0.2229849631563987,0.0007604556044440184,0.2921838515513213
0.0014144271570014145,0.0037416280737106533,0.0014144271570014145,0.0001430629303657627,0.3011135777486171,0.2229849631563987,0.0007604556044440184,0.2921838515513213
0.0014144271570014145,0.0037416280737106533,0.0014144271570014145,0.0001430629303657627,0.3011135777486171,0.2229849631563987,0.0007604556044440184,0.2921838515513213
