time,x_goal,x,y_goal,y,u_v,v,u_w,w
0,0.0,0.016708208326906716,0.0,-0.00026330633037593103,0.5314011632713036,0.03771256566340488,-0.02341591990214624,-0.0014056359626078382
0.000657243999739876,0.0003943463998439256,0.019071388770935734,0.0,-0.0002732783666865553,0.5184697973969369,0.0008168373559009857,0.1019270997898401,-4.008308575466784e-06
2.0160634479998407,1.2096380687999044,0.5989169035046037,0.0,-0.012259940549349034,1.0511789371882745,0.37463150295847636,1.1239376657252456,0.09883647961844443
2.240735785999277,1.3444414715995663,0.5996675470882596,0.0,-0.012328007590318374,0.669870218266162,0.37601546373917916,0.4432689782163231,0.1006834306762479
2.4635291949998646,1.4781175169999186,0.6007989025635241,0.0,-0.012426404889353789,-0.875835462837854,0.37821072578947446,0.27382892631561984,0.10268403383309946
2.68090619800023,1.6085437188001377,0.6042333574442185,0.0,-0.012689013423985759,0.2632749035957068,0.3849470849247838,0.2770263320035678,0.10971118479007501
2.900175050999678,1.740105030599807,0.6069466911157916,0.0,-0.01285556852592672,2.0881854427968527,0.3901404560533627,-0.445234867613812,0.11380619657583545
3.116914337999333,1.8701486027996,0.6112836600325604,0.0,-0.013043609021742687,1.20676872272915,0.39850801001778163,-0.59057579850327,0.11740787357305436
3.336347389000366,2.0018084334002193,0.6157133469504436,0.0,-0.013135688126164193,-0.04057033089626894,0.4051815058478909,0.2296028361969033,0.12298517215156922
3.5532729030001065,2.131963741800064,0.6177351133176419,0.0,-0.013158254408977294,0.9879980578076475,0.3935805990040605,0.47376332232047486,0.13153713698122435
3.7735531329999503,2.2641318797999705,0.8439966071420366,0.0,-0.009267949078035565,-0.01312302110510812,0.38397960485556215,0.306072782675547,0.2990211666551705
3.9902563460000238,2.3941538076000146,0.8455382659109507,0.0,-0.009053573145793888,0.252502620314783,0.38636300381808847,0.10890895022626979,0.29710872552332923
4.209660659998917,2.5257963959993504,0.9704700889042985,0.0,-0.007142013316226643,0.5845163898190882,0.21559523758848914,0.020463518117449474,0.2323319074757842
4.427603824999096,2.656562294999458,1.3048098651802083,0.0,0.08110576860996406,1.619600135863901,0.14408577230874506,-0.3424874742549561,0.18497126419266186
4.6475234999998065,2.788514099999884,1.3394535082322399,0.0,0.08086402103064332,0.33346106659018115,0.1955579085160066,0.6367578006857201,0.14198916730314087
4.8656534559995634,2.919392073599738,1.3478886566783619,0.0,0.08126183739887984,1.5460890431302765,0.24122865710789113,0.2851287981575977,0.05252642125708309
5.134057395000127,3.0,1.5595968448161175,0.05027152312504768,0.14710624040630244,0.8568267102404843,0.2717354512826806,1.0544595441229565,0.14380960484127864
5.377863024999897,3.0,1.5620356210010389,0.14169863437496133,0.14799192813046558,0.44688916696517084,0.27013948289637013,0.9336335716224652,0.16378900643328914
5.6233527370004595,3.0,1.5731312974269427,0.2337572763751723,0.1521813795037511,-0.37913165020054185,0.27446111503369586,-0.23294797867385417,0.25962583134913053
5.8700849739998375,3.0,1.8095331336510752,0.3262818652499391,0.23511397622521532,0.561513168802302,0.385684802393564,-0.4637583976276973,0.590119585802542
6.096227287000147,3.0,1.8158906097768392,0.41108523262505514,0.2377861282190876,0.1294599086027041,0.40969524352781,-0.006780947277813948,0.5738212843568055
6.328915472999142,3.0,1.8213448047556535,0.4983433023746784,0.2399285158679572,0.3574988432696026,0.43014153697987195,0.04521550461137235,0.5552958893216058
6.5487421519992495,3.0,1.8279902435864988,0.5807783069997186,0.24232536235640084,0.3106929196021931,0.4560403161373993,0.011601817565053489,0.527578875597816
6.766466036999191,3.0,1.8293660138675505,0.6624247638746965,0.24279163710497875,0.27328379447340867,0.46112239626618545,0.007930531714904413,0.521588690549251
6.986172246999558,3.0,1.8851918458720034,0.7448145926248344,0.2643302241481555,0.3160255792379027,0.1381086347454828,0.003556917704077057,0.036684900661758627
