Step,x,y,obs_x,obs_y,u_nom_v,u_nom_w,us0v,us0w,us1v,us1w,us2v,us2w
565,0.2697466070127557,0.27813561003183696,1.6198581560283687,1.6198581560283687,4.075209825140938,-1.9633484341036913,0.39999977,-0.95999956,0.0,0.0,0.0,0.0
566,0.2700369410247119,0.2784107572206923,1.6197163120567375,1.6197163120567375,4.075209825140938,-1.9633484341036913,0.40799975,-0.98999953,0.0,0.0,0.0,0.0
567,0.27033335099791306,0.2786911229229666,1.6195744680851063,1.6195744680851063,4.075209825140938,-1.9633484341036913,0.41599974,-1.0199995,0.0,0.0,0.0,0.0
568,0.2706358557811539,0.2789766866463241,1.619432624113475,1.619432624113475,4.075209825140938,-1.9633484341036913,0.42399973,-1.0499995,0.0,0.0,0.0,0.0
569,0.2709444746736703,0.27926742733402526,1.619290780141844,1.619290780141844,4.075209825140938,-1.9633484341036913,0.4319997,-1.0799994,0.0,0.0,0.0,0.0
570,0.2712592274221439,0.279563323362248,1.6191489361702127,1.6191489361702127,4.075209825140938,-1.9633484341036913,0.4399997,-1.1099994,0.0,0.0,0.0,0.0
571,0.27158013421761934,0.27986435253734443,1.6190070921985815,1.6190070921985815,4.075209825140938,-1.9633484341036913,0.4479997,-1.1399994,0.0,0.0,0.0,0.0
572,0.2719072156923327,0.28017049209303413,1.6188652482269503,1.6188652482269503,4.075209825140938,-1.9633484341036913,0.45599967,-1.1699994,0.0,0.0,0.0,0.0
573,0.272240492916452,0.28048171868753397,1.6187234042553191,1.6187234042553191,4.075209825140938,-1.9633484341036913,0.46399966,-1.1999993,0.0,0.0,0.0,0.0
574,0.272579987394728,0.28079800840062624,1.618581560283688,1.618581560283688,4.075209825140938,-1.9633484341036913,0.47199965,-1.2299993,0.0,0.0,0.0,0.0
575,0.2729257210630553,0.2811193367306645,1.6184397163120567,1.6184397163120567,2.5310087698983526,10.830518687936346,0.47999963,-1.1999993,0.0,0.0,0.0,0.0
576,0.273277716284943,0.2814456785915189,1.6182978723404255,1.6182978723404255,2.5310087698983526,10.830518687936346,0.47999963,-1.1999993,0.0,0.0,0.0,0.0
577,0.2736301028633157,0.28177159782347755,1.6181560283687944,1.6181560283687944,2.5310087698983526,10.830518687936346,0.47999963,-1.1999993,0.0,0.0,0.0,0.0
578,0.27398288029073725,0.28209709395721727,1.6180141843971632,1.6180141843971632,2.5310087698983526,10.830518687936346,0.47999963,-1.1999993,0.0,0.0,0.0,0.0
579,0.27433604805920886,0.2824221665240243,1.617872340425532,1.617872340425532,2.5310087698983526,10.830518687936346,0.47999963,-1.1999993,0.0,0.0,0.0,0.0
580,0.27468960566016953,0.28274681505579463,1.6177304964539008,1.6177304964539008,2.5310087698983526,10.830518687936346,0.47999963,-1.1999993,0.0,0.0,0.0,0.0
581,0.2750435525844969,0.28307103908503506,1.6175886524822696,1.6175886524822696,2.5310087698983526,10.830518687936346,0.48799962,-1.1699994,0.0,0.0,0.0,0.0
582,0.27540379391264164,0.2834002347908346,1.6174468085106382,1.6174468085106382,2.5310087698983526,10.830518687936346,0.48799962,-1.1699994,0.0,0.0,0.0,0.0
583,0.27576442015289704,0.2837290087892888,1.617304964539007,1.617304964539007,2.5310087698983526,10.830518687936346,0.4959996,-1.1399994,0.0,0.0,0.0,0.0
584,0.2761313490137008,0.28406274344247495,1.6171631205673758,1.6171631205673758,2.5310087698983526,10.830518687936346,0.5039996,-1.1099994,0.0,0.0,0.0,0.0
585,0.2765045824279469,0.2844014356421062,1.6170212765957446,1.6170212765957446,2.5310087698983526,10.830518687936346,0.5119996,-1.0799994,0.0,0.0,0.0,0.0
586,0.2768841218688328,0.28474508283599387,1.6168794326241134,1.6168794326241134,2.5310087698983526,10.830518687936346,0.5119996,-1.0799994,0.0,0.0,0.0,0.0
587,0.2772640322391086,0.2850883199380288,1.6167375886524822,1.6167375886524822,2.5310087698983526,10.830518687936346,0.5119996,-1.0799994,0.0,0.0,0.0,0.0
588,0.2776443130836292,0.28543114653697804,1.616595744680851,1.616595744680851,2.5310087698983526,10.830518687936346,0.5119996,-1.0799994,0.0,0.0,0.0,0.0
589,0.27802496395883547,0.2857735622329692,1.6164539007092198,1.6164539007092198,2.5310087698983526,10.830518687936346,0.5119996,-1.0799994,0.0,0.0,0.0,0.0
590,0.2784059844207368,0.2861155666266089,1.6163120567375886,1.6163120567375886,2.5310087698983526,10.830518687936346,0.5119996,-1.0799994,0.0,0.0,0.0,0.0
591,0.2787873740249114,0.28645715931898386,1.6161702127659574,1.6161702127659574,2.5310087698983526,10.830518687936346,0.5199996,-1.0499995,0.0,0.0,0.0,0.0
592,0.2791750973045469,0.28680367086251224,1.6160283687943262,1.6160283687943262,2.5310087698983526,10.830518687936346,0.52799964,-1.0199995,0.0,0.0,0.0,0.0
593,0.27956915477956873,0.28715509979055115,1.615886524822695,1.615886524822695,2.5310087698983526,10.830518687936346,0.53599966,-0.98999953,0.0,0.0,0.0,0.0
594,0.27996954650718753,0.28751144518935823,1.6157446808510638,1.6157446808510638,2.5310087698983526,10.830518687936346,0.53599966,-0.98999953,0.0,0.0,0.0,0.0
595,0.28037029085667936,0.28786739405827927,1.6156028368794326,1.6156028368794326,2.5310087698983526,10.830518687936346,0.5439997,-0.95999956,0.0,0.0,0.0,0.0
596,0.28077737391834434,0.2882282527651617,1.6154609929078014,1.6154609929078014,2.5310087698983526,10.830518687936346,0.5519997,-0.9299996,0.0,0.0,0.0,0.0
597,0.28119079482769144,0.2885940215058074,1.6153191489361702,1.6153191489361702,2.5310087698983526,10.830518687936346,0.5599997,-0.8999996,0.0,0.0,0.0,0.0
598,0.281610552261439,0.28896470103211574,1.615177304964539,1.615177304964539,2.5310087698983526,10.830518687936346,0.5599997,-0.8999996,0.0,0.0,0.0,0.0
599,0.28203064317305815,0.28933500265898143,1.6150354609929078,1.6150354609929078,2.5310087698983526,10.830518687936346,0.5599997,-0.8999996,0.0,0.0,0.0,0.0
600,0.2824510671858185,0.28970492605426595,1.6148936170212767,1.6148936170212767,4.08576333713513,-0.14828159505552288,0.5679997,-0.86999965,0.0,0.0,0.0,0.0
601,0.2828778347733983,0.29007975013346243,1.6147517730496452,1.6147517730496452,4.08576333713513,-0.14828159505552288,0.57599974,-0.8399997,0.0,0.0,0.0,0.0
602,0.2833109437011047,0.2904594767669304,1.614609929078014,1.614609929078014,4.08576333713513,-0.14828159505552288,0.58399975,-0.8099997,0.0,0.0,0.0,0.0
603,0.28375039127910495,0.290844108384044,1.6144680851063828,1.6144680851063828,4.08576333713513,-0.14828159505552288,0.586159,-0.8399997,0.0,0.0,0.0,0.0
604,0.284191776233791,0.2912298047469291,1.6143262411347516,1.6143262411347516,4.08576333713513,-0.14828159505552288,0.5857482,-0.86999965,0.0,0.0,0.0,0.0
605,0.2846331754567259,0.29161486016462584,1.6141843971631205,1.6141843971631205,4.08576333713513,-0.14828159505552288,0.58538145,-0.8999996,0.0,0.0,0.0,0.0
606,0.2850746329330888,0.29199929056995383,1.6140425531914893,1.6140425531914893,4.08576333713513,-0.14828159505552288,0.58506024,-0.9299996,0.0,0.0,0.0,0.0
607,0.28551619379234794,0.2923831127822341,1.613900709219858,1.613900709219858,4.08576333713513,-0.14828159505552288,0.5847859,-0.95999956,0.0,0.0,0.0,0.0
608,0.28595790418071837,0.2927663443789009,1.6137588652482269,1.6137588652482269,4.08576333713513,-0.14828159505552288,0.5845599,-0.98999953,0.0,0.0,0.0,0.0
609,0.28639981144872595,0.293149003840526,1.6136170212765957,1.6136170212765957,4.08576333713513,-0.14828159505552288,0.5843838,-1.0199995,0.0,0.0,0.0,0.0
610,0.2868419640691746,0.2935311104607883,1.6134751773049645,1.6134751773049645,4.08576333713513,-0.14828159505552288,0.584259,-1.0499995,0.0,0.0,0.0,0.0
611,0.2872844116903875,0.29391268437330514,1.6133333333333333,1.6133333333333333,4.08576333713513,-0.14828159505552288,0.5841869,-1.0799994,0.0,0.0,0.0,0.0
612,0.2877272050995283,0.2942937465001116,1.613191489361702,1.613191489361702,4.08576333713513,-0.14828159505552288,0.58416915,-1.1099994,0.0,0.0,0.0,0.0
613,0.288170396321614,0.29467431861650417,1.613049645390071,1.613049645390071,4.08576333713513,-0.14828159505552288,0.5842071,-1.1399994,0.0,0.0,0.0,0.0
614,0.28861403853812945,0.2950544232598988,1.6129078014184397,1.6129078014184397,4.08576333713513,-0.14828159505552288,0.58430237,-1.1699994,0.0,0.0,0.0,0.0
615,0.28905818618667367,0.2954340837937295,1.6127659574468085,1.6127659574468085,4.08576333713513,-0.14828159505552288,0.58445644,-1.1999993,0.0,0.0,0.0,0.0
616,0.28950289497057013,0.29581332439309754,1.6126241134751773,1.6126241134751773,4.08576333713513,-0.14828159505552288,0.5846709,-1.2299993,0.0,0.0,0.0,0.0
617,0.2899482218687114,0.2961921700300226,1.6124822695035461,1.6124822695035461,4.08576333713513,-0.14828159505552288,0.58494717,-1.2599993,0.0,0.0,0.0,0.0
618,0.29039422505474033,0.2965706463811607,1.612340425531915,1.612340425531915,4.08576333713513,-0.14828159505552288,0.5852869,-1.2899992,0.0,0.0,0.0,0.0
619,0.2908409640889423,0.29694877996674174,1.6121985815602837,1.6121985815602837,4.08576333713513,-0.14828159505552288,0.58569163,-1.3199992,0.0,0.0,0.0,0.0
620,0.2912884997925147,0.29732659801880423,1.6120567375886525,1.6120567375886525,4.08576333713513,-0.14828159505552288,0.586163,-1.3499992,0.0,0.0,0.0,0.0
621,0.2917368943948866,0.2977041285802303,1.6119148936170213,1.6119148936170213,4.08576333713513,-0.14828159505552288,0.58670247,-1.3799992,0.0,0.0,0.0,0.0
622,0.29218621140813006,0.2980814003724881,1.61177304964539,1.61177304964539,4.08576333713513,-0.14828159505552288,0.5873118,-1.4099991,0.0,0.0,0.0,0.0
623,0.29263651582070715,0.2984584429317269,1.6116312056737587,1.6116312056737587,4.08576333713513,-0.14828159505552288,0.5879925,-1.4399991,0.0,0.0,0.0,0.0
624,0.2930878739264509,0.29883528643757146,1.6114893617021275,1.6114893617021275,4.08576333713513,-0.14828159505552288,0.58874625,-1.4699991,0.0,0.0,0.0,0.0
625,0.2935403535191456,0.29921196184784155,1.6113475177304963,1.6113475177304963,3.472896080672592,5.5664473946931325,0.58714455,-1.4399991,0.0,0.0,0.0,0.0
626,0.29399215385037597,0.2995869487644057,1.6112056737588651,1.6112056737588651,3.472896080672592,5.5664473946931325,0.5854834,-1.4099991,0.0,0.0,0.0,0.0
627,0.29444321390921885,0.2999602256086551,1.611063829787234,1.611063829787234,3.472896080672592,5.5664473946931325,0.5837636,-1.3799992,0.0,0.0,0.0,0.0
628,0.2948934733711126,0.30033177151019974,1.6109219858156028,1.6109219858156028,3.472896080672592,5.5664473946931325,0.58198607,-1.3499992,0.0,0.0,0.0,0.0
629,0.29534287256062,0.30070156625566113,1.6107801418439716,1.6107801418439716,3.472896080672592,5.5664473946931325,0.58373123,-1.3499992,0.0,0.0,0.0,0.0
630,0.2957941196434254,0.3010718610353877,1.6106382978723404,1.6106382978723404,3.472896080672592,5.5664473946931325,0.5854843,-1.3499992,0.0,0.0,0.0,0.0
631,0.29624722292117783,0.30144265655255037,1.6104964539007092,1.6104964539007092,3.472896080672592,5.5664473946931325,0.58724535,-1.3499992,0.0,0.0,0.0,0.0
632,0.2967021907075508,0.30181395348052437,1.610354609929078,1.610354609929078,3.472896080672592,5.5664473946931325,0.58901435,-1.3499992,0.0,0.0,0.0,0.0
633,0.2971590313743952,0.3021857525004727,1.6102127659574468,1.6102127659574468,3.472896080672592,5.5664473946931325,0.59079146,-1.3499992,0.0,0.0,0.0,0.0
634,0.29761775339814633,0.3025580543386175,1.6100709219858156,1.6100709219858156,3.472896080672592,5.5664473946931325,0.5917636,-1.3499992,0.0,0.0,0.0,0.0
635,0.2980777332677788,0.30293034816920106,1.6099290780141844,1.6099290780141844,3.472896080672592,5.5664473946931325,0.5917636,-1.3499992,0.0,0.0,0.0,0.0
636,0.298538215314472,0.30330202068826984,1.6097872340425532,1.6097872340425532,3.472896080672592,5.5664473946931325,0.5917636,-1.3499992,0.0,0.0,0.0,0.0
637,0.29899919869899855,0.30367307121845155,1.609645390070922,1.609645390070922,3.472896080672592,5.5664473946931325,0.5917636,-1.3499992,0.0,0.0,0.0,0.0
638,0.2994606825812174,0.30404349908350753,1.6095035460992908,1.6095035460992908,3.472896080672592,5.5664473946931325,0.5917636,-1.3499992,0.0,0.0,0.0,0.0
639,0.29992266612007523,0.3044133036083339,1.6093617021276596,1.6093617021276596,3.472896080672592,5.5664473946931325,0.5917636,-1.3499992,0.0,0.0,0.0,0.0
640,0.30038514847360825,0.30478248411896286,1.6092198581560284,1.6092198581560284,3.472896080672592,5.5664473946931325,0.5917636,-1.3499992,0.0,0.0,0.0,0.0
641,0.3008481287989435,0.3051510399425638,1.6090780141843972,1.6090780141843972,3.472896080672592,5.5664473946931325,0.5917636,-1.3499992,0.0,0.0,0.0,0.0
642,0.30131160625230047,0.3055189704074447,1.608936170212766,1.608936170212766,3.472896080672592,5.5664473946931325,0.5917636,-1.3499992,0.0,0.0,0.0,0.0
643,0.3017755799889926,0.3058862748430531,1.6087943262411346,1.6087943262411346,3.472896080672592,5.5664473946931325,0.5917636,-1.3499992,0.0,0.0,0.0,0.0
644,0.302240049163429,0.3062529525799776,1.6086524822695034,1.6086524822695034,3.472896080672592,5.5664473946931325,0.5917636,-1.3499992,0.0,0.0,0.0,0.0
645,0.30270501292911567,0.3066190029499489,1.6085106382978722,1.6085106382978722,3.472896080672592,5.5664473946931325,0.5917636,-1.3499992,0.0,0.0,0.0,0.0
646,0.3031704704386573,0.30698442528584124,1.608368794326241,1.608368794326241,3.472896080672592,5.5664473946931325,0.5917636,-1.3499992,0.0,0.0,0.0,0.0
647,0.30363642084375875,0.3073492189216732,1.6082269503546098,1.6082269503546098,3.472896080672592,5.5664473946931325,0.5917636,-1.3499992,0.0,0.0,0.0,0.0
648,0.30410286329522657,0.3077133831926093,1.6080851063829786,1.6080851063829786,3.472896080672592,5.5664473946931325,0.5917636,-1.3499992,0.0,0.0,0.0,0.0
649,0.3045697969429705,0.3080769174349611,1.6079432624113474,1.6079432624113474,3.472896080672592,5.5664473946931325,0.5917636,-1.3499992,0.0,0.0,0.0,0.0
650,0.3050372209360051,0.3084398209861882,1.6078014184397162,1.6078014184397162,5.032605769593614,5.88904629890531,0.0,0.0,0.0,0.0,0.0,0.0
651,0.30549880874139757,0.308797195659075,1.607659574468085,1.607659574468085,5.032605769593614,5.88904629890531,0.008,0.03,0.008,0.03,0.008,0.03
652,0.3059545357385257,0.3091490715535986,1.6075177304964539,1.6075177304964539,5.032605769593614,5.88904629890531,0.016,0.06,0.016,0.06,0.016,0.06
653,0.3064043778339314,0.3094954782689053,1.6073758865248227,1.6073758865248227,5.032605769593614,5.88904629890531,0.024,0.089999996,0.024,0.089999996,0.024,0.089999996
654,0.3068483114572678,0.30983644489986817,1.6072340425531915,1.6072340425531915,5.032605769593614,5.88904629890531,0.032,0.12,0.032,0.12,0.032,0.12
655,0.30728631355731895,0.31017200003372825,1.6070921985815603,1.6070921985815603,5.032605769593614,5.88904629890531,0.040000003,0.14999999,0.040000003,0.14999999,0.040000003,0.14999999
656,0.3077183615980911,0.31050217174681755,1.606950354609929,1.606950354609929,5.032605769593614,5.88904629890531,0.048000004,0.17999999,0.048000004,0.17999999,0.048000004,0.17999999
657,0.30814443355497756,0.3108269876013637,1.6068085106382979,1.6068085106382979,5.032605769593614,5.88904629890531,0.056000005,0.21,0.056000005,0.21,0.056000005,0.21
658,0.3085645079109975,0.3111464746423752,1.6066666666666667,1.6066666666666667,5.032605769593614,5.88904629890531,0.064,0.24,0.064,0.24,0.064,0.24
659,0.3089785636531086,0.311460659394607,1.6065248226950355,1.6065248226950355,5.032605769593614,5.88904629890531,0.072000004,0.26999998,0.072000004,0.26999998,0.072000004,0.26999998
660,0.3093865802685955,0.31176956785960436,1.6063829787234043,1.6063829787234043,5.032605769593614,5.88904629890531,0.080000006,0.29999998,0.080000006,0.29999998,0.080000006,0.29999998
661,0.30978853774153314,0.3120732255128263,1.606241134751773,1.606241134751773,5.032605769593614,5.88904629890531,0.08800001,0.32999998,0.08800001,0.32999998,0.08800001,0.32999998
662,0.310184416549327,0.31237165730084604,1.6060992907801417,1.6060992907801417,5.032605769593614,5.88904629890531,0.09600001,0.35999998,0.09600001,0.35999998,0.09600001,0.35999998
663,0.3105741976593297,0.31266488763862893,1.6059574468085105,1.6059574468085105,5.032605769593614,5.88904629890531,0.10400001,0.39,0.10400001,0.39,0.10400001,0.39
664,0.3109578625255354,0.3129529404068864,1.6058156028368793,1.6058156028368793,5.032605769593614,5.88904629890531,0.11200001,0.42,0.11200001,0.42,0.11200001,0.42
665,0.3113353930853518,0.3132358389495063,1.605673758865248,1.605673758865248,5.032605769593614,5.88904629890531,0.12000001,0.45,0.12000001,0.45,0.12000001,0.45
666,0.3117067717564506,0.31351360607105755,1.605531914893617,1.605531914893617,5.032605769593614,5.88904629890531,0.128,0.48,0.128,0.48,0.128,0.48
667,0.3120719814336973,0.31378626403436993,1.6053900709219857,1.6053900709219857,5.032605769593614,5.88904629890531,0.136,0.51,0.136,0.51,0.136,0.51
668,0.3124310054861598,0.31405383455818736,1.6052482269503545,1.6052482269503545,5.032605769593614,5.88904629890531,0.14400001,0.53999996,0.1436451,0.53999996,0.1436451,0.53999996
669,0.31278382775419766,0.3143163388148946,1.6051063829787233,1.6051063829787233,5.032605769593614,5.88904629890531,0.15200001,0.56999993,0.14063567,0.56999993,0.14063567,0.56999993
670,0.3131304325466311,0.31457379742831676,1.6049645390070921,1.6049645390070921,5.032605769593614,5.88904629890531,0.16000001,0.5999999,0.0,0.0,0.0,0.0
671,0.31347080463799126,0.3148262304715905,1.604822695035461,1.604822695035461,5.032605769593614,5.88904629890531,0.16800001,0.6299999,0.0,0.0,0.0,0.0
672,0.3138049292658516,0.3150736574651074,1.6046808510638297,1.6046808510638297,5.032605769593614,5.88904629890531,0.17600001,0.65999985,0.0,0.0,0.0,0.0
673,0.3141327921282407,0.31531609737452804,1.6045390070921985,1.6045390070921985,5.032605769593614,5.88904629890531,0.18400002,0.6899998,0.0,0.0,0.0,0.0
674,0.31445437938113774,0.31555356860886663,1.6043971631205673,1.6043971631205673,5.032605769593614,5.88904629890531,0.19200002,0.7199998,0.0,0.0,0.0,0.0
675,0.31476967763604974,0.3157860890186458,1.6042553191489362,1.6042553191489362,5.38009101629666,2.8445028230596416,0.20000002,0.74999976,0.0,0.0,0.0,0.0
676,0.31507867395767203,0.316013675894121,1.604113475177305,1.604113475177305,5.38009101629666,2.8445028230596416,0.20800002,0.77999973,0.0,0.0,0.0,0.0
677,0.3153813558616319,0.3162363459635739,1.6039716312056738,1.6039716312056738,5.38009101629666,2.8445028230596416,0.21600002,0.8099997,0.0,0.0,0.0,0.0
678,0.3156777113123156,0.31645411539167456,1.6038297872340426,1.6038297872340426,5.38009101629666,2.8445028230596416,0.22400002,0.8399997,0.0,0.0,0.0,0.0
679,0.31596772872077916,0.3166669997779117,1.6036879432624114,1.6036879432624114,5.38009101629666,2.8445028230596416,0.22400002,0.8399997,0.0,0.0,0.0,0.0
680,0.3162513969427436,0.31687501415509095,1.6035460992907802,1.6035460992907802,5.38009101629666,2.8445028230596416,0.22400002,0.8399997,0.0,0.0,0.0,0.0
681,0.3165287052766743,0.3170781729879007,1.603404255319149,1.603404255319149,5.38009101629666,2.8445028230596416,0.22400002,0.8399997,0.0,0.0,0.0,0.0
682,0.3167996434619451,0.31727649017154463,1.6032624113475178,1.6032624113475178,5.38009101629666,2.8445028230596416,0.22400002,0.8399997,0.0,0.0,0.0,0.0
683,0.31706420167708776,0.3174699790304412,1.6031205673758864,1.6031205673758864,5.38009101629666,2.8445028230596416,0.22400002,0.8399997,0.0,0.0,0.0,0.0
684,0.3173223705381261,0.31765865231698964,1.6029787234042552,1.6029787234042552,5.38009101629666,2.8445028230596416,0.22400002,0.8399997,0.0,0.0,0.0,0.0
685,0.31757414109699617,0.3178425222104017,1.602836879432624,1.602836879432624,5.38009101629666,2.8445028230596416,0.22400002,0.8399997,0.0,0.0,0.0,0.0
686,0.3178195048400515,0.31802160031559956,1.6026950354609928,1.6026950354609928,5.38009101629666,2.8445028230596416,0.22400002,0.8399997,0.0,0.0,0.0,0.0
687,0.318058453686655,0.31819589766217865,1.6025531914893616,1.6025531914893616,5.38009101629666,2.8445028230596416,0.22400002,0.8399997,0.0,0.0,0.0,0.0
688,0.31829097998785616,0.3183654247034364,1.6024113475177304,1.6024113475177304,5.38009101629666,2.8445028230596416,0.22400002,0.8399997,0.0,0.0,0.0,0.0
689,0.3185170765251554,0.3185301913154653,1.6022695035460992,1.6022695035460992,5.38009101629666,2.8445028230596416,0.22400002,0.8399997,0.0,0.0,0.0,0.0
690,0.3187367365093539,0.31869020679631116,1.602127659574468,1.602127659574468,5.38009101629666,2.8445028230596416,0.23200002,0.86999965,0.0,0.0,0.0,0.0
691,0.31894995357949113,0.3188454798651957,1.6019858156028368,1.6019858156028368,5.38009101629666,2.8445028230596416,0.24000002,0.8999996,0.0,0.0,0.0,0.0
692,0.3191567218018681,0.3189960186618032,1.6018439716312056,1.6018439716312056,5.38009101629666,2.8445028230596416,0.24800003,0.9299996,0.0,0.0,0.0,0.0
693,0.31935722680387946,0.31914196987604976,1.6017021276595744,1.6017021276595744,5.38009101629666,2.8445028230596416,0.256,0.95999956,0.0,0.0,0.0,0.0
694,0.3195642087365866,0.31929261676701803,1.6015602836879432,1.6015602836879432,5.38009101629666,2.8445028230596416,0.264,0.98999953,0.0,0.0,0.0,0.0
695,0.31977766350381187,0.3194479649617082,1.601418439716312,1.601418439716312,5.38009101629666,2.8445028230596416,0.27199998,1.0199995,0.0,0.0,0.0,0.0
696,0.31999758658623406,0.31960802066965655,1.6012765957446808,1.6012765957446808,5.38009101629666,2.8445028230596416,0.27199998,1.0199995,0.0,0.0,0.0,0.0
697,0.32021750486675626,0.3197680829754036,1.6011347517730496,1.6011347517730496,5.38009101629666,2.8445028230596416,0.27199998,1.0199995,0.0,0.0,0.0,0.0
698,0.3204374135430145,0.31992815847613765,1.6009929078014185,1.6009929078014185,5.38009101629666,2.8445028230596416,0.27199998,1.0199995,0.0,0.0,0.0,0.0
699,0.32065730781145735,0.3200882537681825,1.6008510638297873,1.6008510638297873,5.38009101629666,2.8445028230596416,0.27999997,1.0499995,0.0,0.0,0.0,0.0
700,0.3208836497695147,0.3202530848999539,1.600709219858156,1.600709219858156,5.5858858595780845,7.329522286377373,0.28799996,1.0799994,0.0,0.0,0.0,0.0
701,0.3211164331964904,0.3204226604047245,1.6005673758865249,1.6005673758865249,5.5858858595780845,7.329522286377373,0.29599994,1.1099994,0.0,0.0,0.0,0.0
702,0.32135565144425005,0.32059698939517406,1.6004255319148937,1.6004255319148937,5.5858858595780845,7.329522286377373,0.29599994,1.1099994,0.0,0.0,0.0,0.0
703,0.32159483307750586,0.3207713686178052,1.6002836879432625,1.6002836879432625,5.5858858595780845,7.329522286377373,0.29599994,1.1099994,0.0,0.0,0.0,0.0
704,0.3218339728527188,0.3209458052391995,1.600141843971631,1.600141843971631,5.5858858595780845,7.329522286377373,0.30399993,1.1399994,0.0,0.0,0.0,0.0
705,0.3220795274754399,0.32112502266323356,1.5999999999999999,1.5999999999999999,5.5858858595780845,7.329522286377373,0.31199992,1.1699994,0.0,0.0,0.0,0.0
706,0.3223314888608258,0.3213090319252324,1.5998581560283687,1.5998581560283687,5.5858858595780845,7.329522286377373,0.3199999,1.1999993,0.0,0.0,0.0,0.0
707,0.32258984849101957,0.32149784463584286,1.5997163120567375,1.5997163120567375,5.5858858595780845,7.329522286377373,0.3279999,1.2299993,0.0,0.0,0.0,0.0
708,0.3228545974137415,0.32169147297999623,1.5995744680851063,1.5995744680851063,5.5858858595780845,7.329522286377373,0.33529562,1.1999993,0.0,0.0,0.0,0.0
709,0.32312515795240077,0.3218895137487512,1.599432624113475,1.599432624113475,5.5858858595780845,7.329522286377373,0.33631882,1.1699994,0.0,0.0,0.0,0.0
710,0.32339646069068145,0.32208827283248953,1.599290780141844,1.599290780141844,5.5858858595780845,7.329522286377373,0.33733705,1.1399994,0.0,0.0,0.0,0.0
711,0.32366849507478673,0.32228775610760246,1.5991489361702127,1.5991489361702127,5.5858858595780845,7.329522286377373,0.33834907,1.1099994,0.0,0.0,0.0,0.0
712,0.3239412495042227,0.32248796878748187,1.5990070921985815,1.5990070921985815,5.5858858595780845,7.329522286377373,0.33935368,1.0799994,0.0,0.0,0.0,0.0
713,0.32421471133294527,0.3226889154191424,1.5988652482269503,1.5988652482269503,5.5858858595780845,7.329522286377373,0.34034967,1.0499995,0.0,0.0,0.0,0.0
714,0.32448886689472506,0.32289059989720204,1.5987234042553191,1.5987234042553191,5.5858858595780845,7.329522286377373,0.34133586,1.0199995,0.0,0.0,0.0,0.0
715,0.3247637015046791,0.32309302545995544,1.598581560283688,1.598581560283688,5.5858858595780845,7.329522286377373,0.34231102,0.98999953,0.0,0.0,0.0,0.0
716,0.32503919943702625,0.32329619466746534,1.5984397163120567,1.5984397163120567,5.5858858595780845,7.329522286377373,0.34327397,0.95999956,0.0,0.0,0.0,0.0
717,0.3253153439510572,0.32350010941469287,1.5982978723404255,1.5982978723404255,5.5858858595780845,7.329522286377373,0.34422356,0.9299996,0.0,0.0,0.0,0.0
718,0.3255921173412261,0.3237047709621269,1.5981560283687943,1.5981560283687943,5.5858858595780845,7.329522286377373,0.34515858,0.8999996,0.0,0.0,0.0,0.0
719,0.3258695008675813,0.3239101798776089,1.5980141843971631,1.5980141843971631,5.5858858595780845,7.329522286377373,0.3460779,0.86999965,0.0,0.0,0.0,0.0
720,0.32614747483021794,0.3241163360841417,1.597872340425532,1.597872340425532,5.5858858595780845,7.329522286377373,0.3469803,0.8399997,0.0,0.0,0.0,0.0
721,0.32642601852413133,0.3243232388188168,1.5977304964539008,1.5977304964539008,5.5858858595780845,7.329522286377373,0.3478647,0.8099997,0.0,0.0,0.0,0.0
722,0.32670511029005855,0.32453088666243984,1.5975886524822696,1.5975886524822696,5.5858858595780845,7.329522286377373,0.3487299,0.77999973,0.0,0.0,0.0,0.0
723,0.326984727517835,0.3247392775331361,1.5974468085106381,1.5974468085106381,5.5858858595780845,7.329522286377373,0.34957194,0.74999976,0.0,0.0,0.0,0.0
724,0.32726485688006957,0.3249483901438146,1.5973049645390072,1.5973049645390072,5.5858858595780845,7.329522286377373,0.3501772,0.74999976,0.0,0.0,0.0,0.0
725,0.3275453140786307,0.3251580752177434,1.5971631205673757,1.5971631205673757,6.416373140318396,5.244846164591784,0.34909168,0.7199998,0.0,0.0,0.0,0.0
726,0.3278247450286526,0.32536731991759893,1.5970212765957446,1.5970212765957446,6.416373140318396,5.244846164591784,0.3498853,0.6899998,0.0,0.0,0.0,0.0
727,0.32810466017443274,0.3255772419140826,1.5968794326241134,1.5968794326241134,6.416373140318396,5.244846164591784,0.35065934,0.65999985,0.0,0.0,0.0,0.0
728,0.32838504932285584,0.32578782182435573,1.5967375886524822,1.5967375886524822,6.416373140318396,5.244846164591784,0.351415,0.6299999,0.0,0.0,0.0,0.0
729,0.3286659033639357,0.3259990409420326,1.596595744680851,1.596595744680851,6.416373140318396,5.244846164591784,0.35215357,0.5999999,0.0,0.0,0.0,0.0
730,0.3289472142662163,0.32621088124212066,1.5964539007092198,1.5964539007092198,6.416373140318396,5.244846164591784,0.35287622,0.56999993,0.0,0.0,0.0,0.0
731,0.3292289750247874,0.32642332534975876,1.5963120567375886,1.5963120567375886,6.416373140318396,5.244846164591784,0.35358423,0.53999996,0.0,0.0,0.0,0.0
