time,x_goal,x,y_goal,y,u_v,v,u_w,w
5.509999937203247e-06,3.3059999623219486e-06,0.004613586974717548,0.0,-7.639471097306136e-06,0.621293536530059,-0.0007858435072884064,0.025799331450198273,-3.695765722510694e-08
8.112015188000441,3.0,0.01075672811858644,1.1670056955001655,-1.927786727515725e-05,0.43602954371620944,0.2721238507727407,-0.004513120722109524,0.0001152053213175282
8.34974414899989,3.0,0.011862700042764705,1.2561540558749584,-1.934838363824374e-05,1.0712481892350114,0.2804000060354943,-0.28645119856793144,0.00011939808340388124
8.57503366400033,3.0,0.01387415950183394,1.3406376240001237,-2.9046507913696354e-05,1.6304401724157451,0.2976701550711021,-0.11289903578489585,0.0001558884180457774
8.796913377999772,3.0,0.01606504011092221,1.4238425167499145,-3.0652296286515014e-05,0.3255495301899507,0.32604552211656707,0.9075142332340588,0.00015781010562677708
9.014263516000028,3.0,0.01771416456140342,1.5053488185000106,-3.089112149251758e-05,1.1407449058133219,0.3327908256078331,0.2844245501288922,0.00015422014054845888
9.233009460000176,3.0,0.019730771972592903,1.587378547500066,-3.1034831699980236e-05,1.943798515100709,0.34442096730337823,-0.4951338041708844,0.0001553906613489777
9.449119408000115,3.0,0.02077514978351062,1.6684197780000432,-3.109633837776e-05,0.1341574502171694,0.3506485770412304,1.4717355528559524,0.00015600332507645953
9.667814325000109,3.0,0.02396238703069249,1.7504303718750407,-3.1274033835482544e-05,1.8062609959069535,0.360166592922363,0.6443439183246478,0.00015460845021258567
9.884013781000249,3.0,0.025758174333275475,1.8315051678750933,-3.1381368434095356e-05,0.4133582007619805,0.3605782106610796,0.08557874209047621,0.0001538879226173748
10.102484437000385,3.0,0.04986221465667147,1.9134316638751443,-6.712792943369177e-06,0.3147448800077702,-0.03804464358066974,0.1293899658064657,-0.00019487548947726873
10.31911521300026,3.0,0.3378759600669246,1.9946682048750972,0.02453025148842041,1.159409073144712,0.31949435585311586,0.4528341143140757,0.20640642247148333
10.537856167999962,3.0,0.3404548399654485,2.0766960629999858,0.025466704927285696,0.42006158815917427,0.32540761085869535,-0.09725978298360584,0.18501253166320172
10.754191306999928,3.0,0.34475044561771045,2.157821740124973,0.026955843219608543,0.37152467055332533,0.3356106804046617,0.5029781715939661,0.16553502881840226
10.972665543999938,3.0,0.35446182154220895,2.2397495789999766,0.029864589280887144,1.1810914304425453,0.3579740828871121,0.7722626500983542,0.16413158395728802
11.189128119000088,3.0,0.61154705433007,2.320923044625033,0.1032164874600539,1.195137906864308,0.293387601876793,0.31126323755406404,0.3380247330911305
11.407797521000248,3.0,0.6810803340498248,2.402924070375093,0.13512333799736903,1.5441854703827564,0.2941756316474576,0.018398580850748674,0.48514542484457523
11.624039248000372,3.0,0.6943271392353141,2.4840147180001395,0.14448923835064958,1.4342141161617614,0.28431828330506254,-0.6251375156124507,0.49644761883931177
11.842806010000459,3.0,0.7519471280657473,2.566052253750172,0.1819133493118388,0.4131405100032882,0.2973072598817869,-0.0006801012136150877,0.36390004855110764
12.05913729599979,3.0,0.7541576209188207,2.647176485999921,0.18341884889294854,1.113243555992023,0.32956757482231064,0.8564803084994772,0.37158216682612744
12.277901962000215,3.0,0.756508614006486,2.7292132357500805,0.1849793600827194,0.8684145697832154,0.3395087791892939,0.3116986780598652,0.3544154038710273
12.494145759000276,3.0,0.7595605594948543,2.8103046596251033,0.18700614720234054,0.822212103949447,0.3373676860235881,0.15552676668245785,0.3193284103399902
12.712775205999606,3.0,0.7622257821962504,2.892290702249852,0.1887981909384317,1.1642423964737099,0.3243925009449915,-0.15783628495080812,0.2534611652788121
12.928968516999703,3.0,0.817972521885123,2.9733631938748886,0.22289896892479913,0.4235057073828779,0.3009717224155635,-0.4917499313848983,0.018994046324454106
13.152858792000188,3.0,0.9468637385337085,3.0509529306667296,0.319721484249321,0.3749314137476321,0.31474293420096777,-0.030884033798133752,-0.05554187655103436
13.381232923000425,3.0,0.9490707335954812,3.1270776410001417,0.3210567185602382,0.7464927656142489,0.3151246978555394,0.13992585245113695,-0.0453738099513263
13.5997500149997,3.0,1.0152000506036905,3.1999166716665663,0.36188652424791873,0.41005557405156906,0.3383121032433327,0.9128914393101243,0.4376859197458146
13.816119549999712,3.0,1.0162160169809156,3.272039849999904,0.3627037542846527,0.47089813861308105,0.33906783657773,-0.22631490030776977,0.44428305624490344
14.035223570000198,3.0,1.0185954884045691,3.3450745233333996,0.3646636077836496,0.3983107850195501,0.3404190047069209,0.13499168777392914,0.4579589586112578
14.252163271000427,3.0,1.1517723769406438,3.4173877570001423,0.4657595386752295,1.0501707642120852,0.2778630053900902,-0.33432017573426986,0.08991404666283508
14.47120699900006,3.0,1.152050133329028,3.49040233300002,0.4659645907751051,0.9421195073585437,0.27764977137841335,-0.8188075128339134,0.0902328664976192
14.688005162999616,3.0,1.5531380909102113,3.562668387666539,0.7703184520311929,0.9393343734905542,0.2961145256320768,-0.4269481098110619,0.15348036198940088
14.907218510000348,3.0,1.689711874790585,3.635739503333449,0.8964719323868663,0.8670591973061926,0.27137790728100225,-0.980203219178149,-0.38539601644619964
15.123905274999743,3.0,1.7981344450548384,3.7079684249999145,0.9974629115121518,0.5660158722356771,0.31276396493439357,0.27093789366143967,-0.4262031078768374
