Step,u_nom_v,u_nom_w,u_safety_v,u_safety_w,x,y,obs_x
2029,0.6136531560750396,-1.1120404492081042,0.6136531560750399,-1.1120404492081042,2.4382066759854593,0.005304632780594189,5.457123745819398
2030,0.6136531560750396,-1.1120404492081042,0.6136531560750398,-1.1120404492081042,2.439400869949641,0.005288442097455629,5.4568561872909696
2031,0.6136531560750396,-1.1120404492081042,0.6136531560750396,-1.1120404492081042,2.4405870673165095,0.00527255783760396,5.456588628762542
2032,0.6136531560750396,-1.1120404492081042,0.6136531560750395,-1.1120404492081042,2.4417652675493247,0.005256941985381656,5.456321070234114
2033,0.6136531560750396,-1.1120404492081042,0.6136531560750396,-1.1120404492081042,2.442935470135963,0.005241557244863854,5.456053511705686
2034,0.6136531560750396,-1.1120404492081042,0.6136531560750396,-1.1120404492081042,2.4440976745853855,0.005226367039908474,5.455785953177258
2035,0.6136531560750396,-1.1120404492081042,0.6136531560750397,-1.1120404492081042,2.445251880424215,0.005211335514203127,5.45551839464883
2036,0.6136531560750396,-1.1120404492081042,0.6136531560750395,-1.1120404492081042,2.446398087193419,0.005196427531309353,5.455250836120401
2037,0.6136531560750396,-1.1120404492081042,0.6136531560750398,-1.1120404492081042,2.4475362944451007,0.005181608674704698,5.454983277591973
2038,0.6136531560750396,-1.1120404492081042,0.6136531560750395,-1.1120404492081042,2.4486665017394,0.0051668452478231125,5.454715719063545
2039,0.6136531560750396,-1.1120404492081042,0.6136531560750397,-1.1120404492081042,2.449788708641501,0.005152104274094144,5.454448160535117
2040,0.6136531560750396,-1.1120404492081042,0.6136531560750395,-1.1120404492081042,2.4509029147187475,0.005137353496981366,5.454180602006689
2041,0.6136531560750396,-1.1120404492081042,0.6136531560750397,-1.1120404492081042,2.452009119537867,0.005122561380020451,5.453913043478261
2042,0.6136531560750396,-1.1120404492081042,0.6136531560750399,-1.1120404492081042,2.453107322662303,0.0051076971068573125,5.453645484949833
2043,0.6136531560750396,-1.1120404492081042,0.6136531560750395,-1.1120404492081042,2.4541975236496527,0.0050927305812866535,5.453377926421405
2044,0.6136531560750396,-1.1120404492081042,0.6136531560750396,-1.1120404492081042,2.4552797220492177,0.005077632427291308,5.453110367892976
2045,0.6136531560750396,-1.1120404492081042,0.6136531560750395,-1.1120404492081042,2.456353917399658,0.005062373989082682,5.452842809364548
2046,0.6136531560750396,-1.1120404492081042,0.6136531560750393,-1.1120404492081042,2.4574201092267565,0.005046927331142616,5.45257525083612
2047,0.6136531560750396,-1.1120404492081042,0.6136531560750395,-1.1120404492081042,2.4584782970412906,0.005031265238266932,5.452307692307692
2048,0.6136531560750396,-1.1120404492081042,0.6136531560750396,-1.1120404492081042,2.459528480337013,0.005015361215610961,5.452040133779264
2049,0.6136531560750396,-1.1120404492081042,0.6136531560750397,-1.1120404492081042,2.460570658588739,0.004999189488737246,5.451772575250836
2050,1.2916341451499993,1.3765334530890154,1.1246983588667467,1.3602656130495674,2.4616048312505416,0.004982725003665679,5.451505016722408
2051,1.2916341451499993,1.3765334530890154,1.120579417843481,1.3592449439267853,2.462646995614951,0.004965681803369719,5.4512374581939795
2052,1.2916341451499993,1.3765334530890154,1.1164508412604202,1.3582370866322957,2.463697151901559,0.004948084466979031,5.450969899665552
2053,1.2916341451499993,1.3765334530890154,1.1123124274910876,1.3572451135950259,2.464755300375924,0.004929958293029987,5.450702341137124
2054,1.2916341451499993,1.3765334530890154,1.108163983748168,1.3562721229474493,2.4658214413478463,0.004911329299467825,5.450434782608696
2055,1.2916341451499993,1.3765334530890154,1.1040053264198457,1.355321239581543,2.4668955751695476,0.00489222422365493,5.450167224080268
2056,1.2916341451499993,1.3765334530890154,1.0998362814221943,1.3543956161878947,2.467977702233733,0.004872670522385062,5.44989966555184
2057,1.2916341451499993,1.3765334530890154,1.0956566845524505,1.3534984342750451,2.4690678229715495,0.0048526963719032964,5.449632107023412
2058,1.2916341451499993,1.3765334530890154,1.0914743135795606,1.3526339444878175,2.470163291275673,0.004832379751464743,5.449364548494984
2059,1.2916341451499993,1.3765334530890154,1.0873176333914965,1.3518092439192855,2.471254573999309,0.0048119299520263,5.449096989966555
2060,1.2916341451499993,1.3765334530890154,1.083186509450387,1.351027790608231,2.472341697435177,0.0047913807167303145,5.448829431438127
2061,1.2916341451499993,1.3765334530890154,1.0790808195572275,1.3502930165769829,2.4734246877505313,0.004770765404373761,5.448561872909699
2062,1.2916341451499993,1.3765334530890154,1.0750004542707001,1.3496083280518392,2.47450357099643,0.0047501169939064185,5.448294314381271
2063,1.2916341451499993,1.3765334530890154,1.0709453173312258,1.3489771056414699,2.475578373117475,0.004729468088877053,5.448026755852843
2064,1.2916341451499993,1.3765334530890154,1.0669153260747162,1.3484027044691347,2.476649119962036,0.004708850921832467,5.447759197324415
2065,1.2916341451499993,1.3765334530890154,1.0629104118484975,1.3478884542580105,2.4777158372929415,0.004688297358674891,5.447491638795986
2066,1.2916341451499993,1.3765334530890154,1.0589305204169894,1.3474376593658395,2.478778550798646,0.00466783890298321,5.447224080267558
2067,1.2916341451499993,1.3765334530890154,1.0549756123727125,1.3470535987686185,2.4798372861048508,0.004647506700304017,5.44695652173913
2068,1.2916341451499993,1.3765334530890154,1.051045663540155,1.3467395259895465,2.480892068786594,0.004627331542418501,5.446688963210702
2069,1.2916341451499993,1.3765334530890154,1.0471406653724609,1.3464986689710154,2.4819429243807942,0.004607343871591619,5.446421404682274
2070,1.2916341451499993,1.3765334530890154,1.0432606253533838,1.3463342298889922,2.4829898783992426,0.00458757378481033,5.446153846153846
2071,1.2916341451499993,1.3765334530890154,1.0394055673888443,1.3462493849056518,2.4840329563420496,0.0045680510380176455,5.445886287625418
2072,1.2916341451499993,1.3765334530890154,1.035575532200494,1.3462472838596076,2.48507218371153,0.00454880505034984,5.44561872909699
2073,1.2916341451499993,1.3765334530890154,1.0317705777087143,1.3463310498900496,2.4861075860265336,0.004529864908384158,5.4453511705685615
2074,1.2916341451499993,1.3765334530890154,1.0279907794205114,1.3465037789944907,2.487139188837203,0.004511259370404862,5.445083612040134
2075,1.7493307652664676,-0.67606822150049,1.035936620937913,-0.7554783960394308,2.488167017740172,0.00449301687069543,5.444816053511706
2076,1.7493307652664676,-0.67606822150049,1.0318894445179587,-0.7542563224480271,2.489202797007075,0.0044749615985245515,5.444548494983278
2077,1.7493307652664676,-0.67606822150049,1.027864183975831,-0.7531983337489456,2.490234534829582,0.004457272864365069,5.44428093645485
2078,1.7493307652664676,-0.67606822150049,1.0238606597699909,-0.7523082441261266,2.4912622524755186,0.004439917146847788,5.444013377926422
2079,1.7493307652664676,-0.67606822150049,1.0198787136040226,-0.7515898435786409,2.492285971064256,0.0044228613062665895,5.443745819397993
2080,1.7493307652664676,-0.67606822150049,1.0159182089188417,-0.751046898282299,2.493305711584751,0.004406072580207054,5.443478260869565
2081,1.7493307652664676,-0.67606822150049,1.0119790313897727,-0.7506831508799463,2.49432149491414,0.00438951857923433,5.443210702341137
2082,1.7493307652664676,-0.67606822150049,1.0080610894161213,-0.7505023206990055,2.495333341836887,0.004373167282631522,5.442943143812709
2083,1.7493307652664676,-0.67606822150049,1.0041643146032615,-0.7505081038934829,2.4963412730644787,0.004356987034179733,5.442675585284281
2084,1.7493307652664676,-0.67606822150049,1.0002886622497447,-0.7507041735064616,2.4973453092556612,0.004340946537970593,5.442408026755853
2085,1.7493307652664676,-0.67606822150049,0.9964341118243087,-0.7510941794518915,2.498345471037214,0.004325014854241554,5.442140468227425
2086,1.7493307652664676,-0.67606822150049,0.9926006674416454,-0.7516817484120847,2.49934177902526,0.00430916139522419,5.441872909698997
2087,1.7493307652664676,-0.67606822150049,0.9887883583369139,-0.7524704836482338,2.500334253847102,0.004293355920995243,5.441605351170568
2088,1.7493307652664676,-0.67606822150049,0.9849972393295645,-0.7534639647222284,2.5013229161635864,0.004277568535319884,5.44133779264214
2089,1.7493307652664676,-0.67606822150049,0.9812273912950744,-0.7546657471252529,2.5023077866919827,0.004261769681476463,5.441070234113712
2090,1.7493307652664676,-0.67606822150049,0.9774789216195549,-0.7560793618130457,2.5032888862293854,0.004245930138051462,5.440802675585284
2091,1.7493307652664676,-0.67606822150049,0.9737519646620001,-0.7577083146427076,2.504266235676617,0.004230021014693408,5.440535117056856
2092,1.7493307652664676,-0.67606822150049,0.9700466822052952,-0.7595560857103707,2.5052398560626457,0.004214013747813867,5.440267558528428
2093,1.7493307652664676,-0.67606822150049,0.966363263905131,-0.7616261285862331,2.5062097685694957,0.004197880096223598,5.44
2094,1.7493307652664676,-0.67606822150049,0.9627019277365728,-0.7639218694444107,2.5071759945576577,0.004181592136691539,5.4397324414715715
2095,1.7493307652664676,-0.67606822150049,0.9590629204286559,-0.7664467060861435,2.5081385555919877,0.004165122259414005,5.439464882943144
2096,1.7493307652664676,-0.67606822150049,0.955446517905407,-0.7692040068518357,2.509097473468084,0.004148443163381353,5.439197324414716
2097,1.7493307652664676,-0.67606822150049,0.9518530257080017,-0.7721971094222826,2.5100527702391484,0.004131527851628775,5.438929765886288
2098,1.7493307652664676,-0.67606822150049,0.9482827794226186,-0.7754293195039011,2.5110044682433106,0.004114349626358064,5.43866220735786
2099,1.7493307652664676,-0.67606822150049,0.9447361450948696,-0.7789039093977527,2.5119525901314192,0.004096882083916484,5.438394648829432
2100,2.019529685868398,1.2651724680118794,0.9286610129624887,1.121333825362144,2.5128971588952864,0.004079099109618947,5.438127090301004
2101,2.019529685868398,1.2651724680118794,0.9247965132857897,1.1166777274314525,2.513833721352023,0.004061061089816176,5.437859531772576
2102,2.019529685868398,1.2651724680118794,0.9209673303343813,1.112282422046053,2.514762278007555,0.004042802812972716,5.437591973244147
2103,2.019529685868398,1.2651724680118794,0.9171723765728204,1.1081519920541973,2.5156830605303897,0.004024353715843724,5.437324414715719
2104,2.019529685868398,1.2651724680118794,0.9133990200105147,1.104287814267038,2.516600042503122,0.00400566601849403,5.437056856187291
2105,2.019529685868398,1.2651724680118794,0.909646846780781,1.1006938349198254,2.5175132460307403,0.003986769275354123,5.436789297658863
2106,2.019529685868398,1.2651724680118794,0.905915471941757,1.0973739769048019,2.5184226928239717,0.0039676926891971396,5.436521739130435
2107,2.019529685868398,1.2651724680118794,0.9022045400086244,1.094332140936164,2.5193284042254067,0.003948465114875052,5.436254180602007
2108,2.019529685868398,1.2651724680118794,0.8985137254845161,1.091572206620914,2.520230401236211,0.00392911506288965,5.435986622073578
2109,2.019529685868398,1.2651724680118794,0.8948427333815168,1.0890980334311642,2.5211287045434214,0.003909670702810285,5.43571906354515
2110,2.019529685868398,1.2651724680118794,0.8911912997471813,1.0869134615771399,2.522023334547811,0.003890159866550929,5.435451505016722
2111,2.019529685868398,1.2651724680118794,0.8875591921843737,1.0850223127759615,2.5229143113923347,0.003870610051519066,5.435183946488294
2112,2.019529685868398,1.2651724680118794,0.8839462103646576,1.083428390913132,2.523801654991143,0.0038510484236495934,5.434916387959866
2113,2.019529685868398,1.2651724680118794,0.8803521865478993,1.0821354825957101,2.5246853850591595,0.0038315018203371972,5.434648829431438
2114,2.019529685868398,1.2651724680118794,0.8767769860926727,1.0811473575917103,2.525565521142228,0.003811996753280765,5.43438127090301
2115,2.019529685868398,1.2651724680118794,0.8732205079700741,1.0804677691547258,2.5264420826478147,0.0037925594112540512,5.434113712374582
2116,2.019529685868398,1.2651724680118794,0.8696826852685645,1.0801004542288037,2.527315088876278,0.003773215662816879,5.4338461538461535
2117,2.019529685868398,1.2651724680118794,0.8661634857054938,1.0800491335331204,2.5281845590526864,0.0037539910589817595,5.433578595317726
2118,2.019529685868398,1.2651724680118794,0.8626629121328673,1.0803175115214971,2.5290505123591958,0.0037349108358508054,5.433311036789298
2119,2.019529685868398,1.2651724680118794,0.8591810030373351,1.0809092762138164,2.529912967967982,0.003715999917238406,5.43304347826087
2120,2.019529685868398,1.2651724680118794,0.8557178330468244,1.0818280988984084,2.5307719450747164,0.003697282917295475,5.432775919732442
2121,2.019529685868398,1.2651724680118794,0.8522735134281285,1.0830776336999905,2.531627462932595,0.0036787841431511173,5.432508361204014
2122,2.019529685868398,1.2651724680118794,0.8488481925877865,1.084661517012234,2.5324795408869134,0.00366052759758825,5.432240802675585
2123,2.019529685868398,1.2651724680118794,0.8454420565636119,1.086583366790116,2.533328198410183,0.003642536981769745,5.431973244147157
2124,2.019529685868398,1.2651724680118794,0.8420553295222211,1.0888467817016028,2.5341734551377875,0.003624835698032275,5.431705685618729
2125,2.4253397960795255,0.10180887169146006,0.8476749772409157,-0.1302861398708273,2.5350153309041787,0.003607446852765017,5.431438127090301
2126,2.4253397960795255,0.10180887169146006,0.8441265337032017,-0.1270619042482589,2.5358628306245987,0.0035902105269225533,5.431170568561873
2127,2.4253397960795255,0.10180887169146006,0.8405936785535685,-0.12423904787505695,2.5367067875247105,0.0035732884804848737,5.430903010033445
2128,2.4253397960795255,0.10180887169146006,0.8370760926621235,-0.12182172878125293,2.537547216580895,0.003556653158284897,5.430635451505017
2129,2.4253397960795255,0.10180887169146006,0.8335734971328571,-0.11981408441875585,2.538384132477214,0.0035402773408874143,5.430367892976589
2130,2.4253397960795255,0.10180887169146006,0.830085653889098,-0.11822023248922812,2.539217549642992,0.0035241341408134763,5.43010033444816
2131,2.4253397960795255,0.10180887169146006,0.826612366263061,-0.1170442716328288,2.540047482291042,0.003508196998879093,5.429832775919732
2132,2.4253397960795255,0.10180887169146006,0.8231534795772333,-0.11629028197616918,2.5408739444565285,0.0034924396806309673,5.429565217391304
2133,2.4253397960795255,0.10180887169146006,0.819708881717718,-0.1159623255360627,2.5416969500364646,0.003476836272861827,5.429297658862876
2134,2.4253397960795255,0.10180887169146006,0.8162785037121267,-0.1160644464740266,2.542516512829833,0.003461361180187541,5.429030100334448
2135,2.4253397960795255,0.10180887169146006,0.8128623202964712,-0.11660067120038117,2.543332646578332,0.0034459891216675866,5.42876254180602
2136,2.4253397960795255,0.10180887169146006,0.809460350483544,-0.11757500832298101,2.5441453650077395,0.0034306951274503464,5.4284949832775915
2137,2.4253397960795255,0.10180887169146006,0.8060726581202703,-0.11899144843906967,2.544954681869889,0.003415454535424122,5.4282274247491635
2138,2.4253397960795255,0.10180887169146006,0.8026993524495384,-0.12085396376497627,2.545760610985252,0.003400242987854603,5.427959866220736
2139,2.4253397960795255,0.10180887169146006,0.7993405886638839,-0.12316650760222506,2.5465631662861257,0.0033850364279888866,5.427692307692308
2140,2.4253397960795255,0.10180887169146006,0.7959944658757755,-0.12578584249611496,2.5473623618604186,0.003369811096606011,5.42742474916388
2141,2.4253397960795255,0.10180887169146006,0.7926573929693361,-0.128455601857744,2.5481582100455316,0.003354551478085796,5.427157190635452
2142,2.4253397960795255,0.10180887169146006,0.7893293893952387,-0.13117686526720826,2.548950719853329,0.0033392561463148553,5.426889632107024
2143,2.4253397960795255,0.10180887169146006,0.7860104759915882,-0.1339507361385742,2.5497399003141616,0.0033239236578250834,5.426622073578596
2144,2.4253397960795255,0.10180887169146006,0.7827006750396261,-0.13677834225922963,2.550525760478222,0.003308552551435678,5.426354515050167
2145,2.4253397960795255,0.10180887169146006,0.7794000103145655,-0.13966083634212703,2.5513083094169553,0.0032931413478872766,5.426086956521739
2146,2.4253397960795255,0.10180887169146006,0.7761085071503436,-0.14259939658847065,2.5520875562245195,0.003277688549468085,5.425819397993311
2147,2.4253397960795255,0.10180887169146006,0.7728261924934632,-0.14559522726464488,2.55286351001931,0.003262192639631503,5.425551839464883
2148,2.4253397960795255,0.10180887169146006,0.7695530949709645,-0.14864955929001408,2.553636179945534,0.003246652082605213,5.425284280936455
2149,2.4253397960795255,0.10180887169146006,0.7662892449539297,-0.15176365083851776,2.5544055751748567,0.0032310653229912175,5.425016722408027
2150,2.7034089427708734,0.15645429669081573,0.762944451532362,-0.1432558529794873,2.5551717049081035,0.003215430785356637,5.424749163879599
2151,2.7034089427708734,0.15645429669081573,0.7596990262698747,-0.14674205404762714,2.555934488173003,0.003199748728319121,5.42448160535117
2152,2.7034089427708734,0.15645429669081573,0.7564630505114378,-0.15030433145005143,2.556694024453515,0.003184024571686955,5.424214046822742
2153,2.7034089427708734,0.15645429669081573,0.7532365710390128,-0.15394449837733226,2.557450323145783,0.003168256411888485,5.423946488294314
2154,2.7034089427708734,0.15645429669081573,0.7500196373288298,-0.15766441244781992,2.558203393691181,0.0031524423167787166,5.423678929765886
2155,2.7034089427708734,0.15645429669081573,0.7468123016755965,-0.1614659768105736,2.558953245578953,0.003136580324976281,5.423411371237458
2156,2.7034089427708734,0.15645429669081573,0.7436146193151819,-0.16535114127558956,2.559699888348968,0.003120668445182675,5.42314381270903
2157,2.7034089427708734,0.15645429669081573,0.7404266485553896,-0.1693219034703587,2.560443331594601,0.0031047046554832382,5.422876254180602
2158,2.7034089427708734,0.15645429669081573,0.7372484509150828,-0.17338031002320736,2.561183584965741,0.003088686902629092,5.422608695652174
2159,2.7034089427708734,0.15645429669081573,0.7340800912630757,-0.1775284577753824,2.561920658171934,0.003072613101299236,5.4223411371237455
2160,2.7034089427708734,0.15645429669081573,0.7309216379722254,-0.18176849501985332,2.5626545609856626,0.003056481133342141,5.422073578595318
2161,2.7034089427708734,0.15645429669081573,0.7277731630765671,-0.18610262276933437,2.563385303245778,0.003040288846995806,5.42180602006689
2162,2.7034089427708734,0.15645429669081573,0.7246347424318502,-0.19053309605405314,2.5641128948610863,0.0030240340560854753,5.421538461538462
2163,2.7034089427708734,0.15645429669081573,0.7215064558922872,-0.1950622252475605,2.56483734581409,0.00300771453919816,5.421270903010034
2164,2.7034089427708734,0.15645429669081573,0.7183883874882956,-0.199692377423676,2.5655586661649052,0.00299132803883278,5.421003344481606
2165,2.7034089427708734,0.15645429669081573,0.715280625618101,-0.2044259777428586,2.5662768660553525,0.0029748722605250346,5.420735785953177
2166,2.7034089427708734,0.15645429669081573,0.7121832632411331,-0.20926551087059184,2.5669919557132355,0.0029583448719457672,5.420468227424749
2167,2.7034089427708734,0.15645429669081573,0.7090963980892172,-0.21421352242540434,2.5677039454568105,0.00294174350197181,5.420200668896321
2168,2.7034089427708734,0.15645429669081573,0.7060201328835605,-0.2192726204590938,2.5684128456994606,0.0029250657397278746,5.419933110367893
2169,2.7034089427708734,0.15645429669081573,0.7029545755579789,-0.22444547696954376,2.5691186669545867,0.002908309133598257,5.419665551839465
2170,2.7034089427708734,0.15645429669081573,0.6998998395013298,-0.22973482944414284,2.569821419840714,0.0028914711902070654,5.419397993311037
2171,2.7034089427708734,0.15645429669081573,0.6968560438040835,-0.23514348243694502,2.570521115086838,0.002874549373365288,5.419130434782609
2172,2.7034089427708734,0.15645429669081573,0.6938233135220312,-0.2406743091775042,2.5712177635380136,0.00285754110298331,5.418862876254181
2173,2.7034089427708734,0.15645429669081573,0.6908017799452184,-0.24633025321396285,2.571911376161199,0.0028404437539470916,5.418595317725752
2174,2.7034089427708734,0.15645429669081573,0.6877915808882855,-0.2521143300875596,2.5726019640513704,0.00282325465495642,5.418327759197324
2175,2.9767659968473663,1.5762991629752037,0.6708216695798077,1.1028179171298345,2.5732895384379137,0.0028059710873231712,5.418060200668896
2176,2.9767659968473663,1.5762991629752037,0.6676840646116626,1.096741429021092,2.573969111022389,0.002788717221772947,5.417792642140468
2177,2.9767659968473663,1.5762991629752037,0.6645779727351487,1.091298506416559,2.5746406823802857,0.002771517239065156,5.41752508361204
2178,2.9767659968473663,1.5762991629752037,0.6615003875809233,1.0864924902587028,2.575305039213613,0.002754374314687888,5.417257525083612
2179,2.9767659968473663,1.5762991629752037,0.658437398903555,1.0823212311857229,2.575966316710924,0.002737203574463844,5.4169899665551835
2180,2.9767659968473663,1.5762991629752037,0.6553886063573647,1.0787889960414316,2.5766245299878796,0.002720025381489852,5.4167224080267555
2181,2.9767659968473663,1.5762991629752037,0.652353671079293,1.0759000406548873,2.577279693760618,0.002702859827782634,5.416454849498328
2182,2.9767659968473663,1.5762991629752037,0.6493323163053428,1.0736586109306305,2.5779318224053793,0.002685726735454052,5.4161872909699
2183,2.9767659968473663,1.5762991629752037,0.6463243279817983,1.0720689437104536,2.578580930018786,0.002668645657736962,5.415919732441472
2184,2.9767659968473663,1.5762991629752037,0.6433295553839535,1.0711352674060977,2.5792270304787754,0.002651635879889147,5.415652173913044
2185,2.9767659968473663,1.5762991629752037,0.6403479117269826,1.0708618023962289,2.5798701375061883,0.0026347164200028793,5.415384615384616
2186,2.9767659968473663,1.5762991629752037,0.6373793747815251,1.0712527611871487,2.580510264727007,0.0026179060297484413,5.415117056856188
2187,2.9767659968473663,1.5762991629752037,0.6344239874815623,1.0723123483313306,2.581147425735249,0.002601223195080014,5.414849498327759
2188,2.9767659968473663,1.5762991629752037,0.6314818585401263,1.0740447601039977,2.581781634156511,0.0025846861369330553,5.414581939799331
2189,2.9767659968473663,1.5762991629752037,0.6285531630602552,1.0764541839318968,2.582412903712164,0.002568312811942277,5.414314381270903
2190,2.9767659968473663,1.5762991629752037,0.6256381431409933,1.0795447975712087,2.583041248284201,0.002552120913210055,5.414046822742475
2191,2.9767659968473663,1.5762991629752037,0.6227371084906124,1.0833207680342072,2.5836666819807337,0.0025361278711555028,5.413779264214047
2192,2.9767659968473663,1.5762991629752037,0.6198504370311024,1.0877862502583442,2.5842892192021396,0.0025203508544745143,5.413511705685619
2193,2.9767659968473663,1.5762991629752037,0.616978575505953,1.092945385517461,2.5849088747078555,0.0025048067712418885,5.41324414715719
2194,2.9767659968473663,1.5762991629752037,0.6141220400782144,1.0988022995696372,2.5855256636838195,0.0024895122701867234,5.412976588628762
2195,2.9767659968473663,1.5762991629752037,0.6112814169338048,1.1053611005421,2.586139601810552,0.002474483742172988,5.412709030100334
2196,2.9767659968473663,1.5762991629752037,0.6084573628768906,1.1126258765478374,2.586750705331879,0.0024597373219171857,5.412441471571906
2197,2.9767659968473663,1.5762991629752037,0.6056506059165575,1.1206006930313295,2.587358991124294,0.0024452888899757345,5.412173913043478
2198,2.9767659968473663,1.5762991629752037,0.6028619458563486,1.1292895898432824,2.5879644767669423,0.002431154075035076,5.41190635451505
2199,2.9767659968473663,1.5762991629752037,0.6000922548705844,1.1386965780388916,2.5885671806122406,0.002417348256537615,5.411638795986622
2200,3.203609579100316,-0.2686761790952057,0.6142541447371787,-0.7338648646544728,2.589167121857104,0.0024038865676773505,5.411371237458194
2201,3.203609579100316,-0.2686761790952057,0.6110702705731654,-0.723570396319891,2.5897750678051925,0.0023905481031358507,5.4111036789297655
2202,3.203609579100316,-0.2686761790952057,0.6078965401405774,-0.7139668383971752,2.590385997257043,0.0023774301597007967,5.4108361204013375
2203,3.203609579100316,-0.2686761790952057,0.60475240253666,-0.7050500598224421,2.5909937593658934,0.0023646464763296756,5.41056856187291
2204,3.203609579100316,-0.2686761790952057,0.6016369821800858,-0.6968250363835038,2.5915983831694565,0.0023521755285433772,5.410301003344482
2205,3.203609579100316,-0.2686761790952057,0.5985494668193011,-0.6892966824063447,2.592199896860517,0.0023399961281646425,5.410033444816054
2206,3.203609579100316,-0.2686761790952057,0.5954891083276815,-0.6824698535770076,2.592798327848012,0.002328087415575301,5.409765886287626
2207,3.203609579100316,-0.2686761790952057,0.5924552234843278,-0.6763493495432986,2.593393702818967,0.0023164288523166254,5.409498327759198
2208,3.203609579100316,-0.2686761790952057,0.5894471947413701,-0.6709399162915406,2.5939860478012706,0.002305000214006339,5.409230769230769
2209,3.203609579100316,-0.2686761790952057,0.5864644709692572,-0.6662462482951647,2.5945753882272715,0.0022937815835452568,5.408963210702341
2210,3.203609579100316,-0.2686761790952057,0.5835065681994188,-0.6622729904277662,2.595161748998175,0.002282753344586175,5.408695652173913
2211,3.203609579100316,-0.2686761790952057,0.58057307034006,-0.6590247396402056,2.5957451545492334,0.0022718961752367316,5.408428093645485
2212,3.203609579100316,-0.2686761790952057,0.577663629890574,-0.656506046393791,2.5963256289157006,0.0022611910419679322,5.408160535117057
2213,3.203609579100316,-0.2686761790952057,0.5747779686363745,-0.6547214158484664,2.5969031957995528,0.0022506191936990465,5.407892976588629
2214,3.203609579100316,-0.2686761790952057,0.5719158783339348,-0.6536753088007694,2.5974778786369446,0.0022401621560294675,5.407625418060201
2215,3.203609579100316,-0.2686761790952057,0.5690772213863456,-0.6533721423679666,2.598049700666401,0.0022298017255874616,5.407357859531773
2216,3.203609579100316,-0.2686761790952057,0.5662619315007682,-0.6538162904161707,2.598618684997722,0.002219519964465291,5.407090301003344
2217,3.203609579100316,-0.2686761790952057,0.563470014343077,-0.655012083726905,2.5991848546815914,0.0022092991947098954,5.406822742474916
2218,3.203609579100316,-0.2686761790952057,0.5607015481773272,-0.6569638099007643,2.5997482327798753,0.0021991219928376173,5.406555183946488
2219,3.203609579100316,-0.2686761790952057,0.5579566844900531,-0.6596757129951446,2.6003088424366023,0.002188971184341252,5.40628762541806
2220,3.203609579100316,-0.2686761790952057,0.555235648611778,-0.6631519928913392,2.6008667069496023,0.002178829838157293,5.406020066889632
2221,3.203609579100316,-0.2686761790952057,0.5525387403199941,-0.667396804390564,2.601421849842804,0.0021686812610606167,5.405752508361204
2222,3.203609579100316,-0.2686761790952057,0.5498663344358368,-0.6724142560344961,2.601974294939167,0.0021585089919537444,5.4054849498327755
2223,3.203609579100316,-0.2686761790952057,0.5472188814016504,-0.6782084086497796,2.602524066434245,0.0021482967960172092,5.4052173913043475
2224,3.203609579100316,-0.2686761790952057,0.5445969078545978,-0.6847832736118956,2.603071188970354,0.00213802865868743,5.40494983277592
2225,3.753991989123467,0.3367864226412065,0.537886318228693,-0.1749016802743482,2.6036156877113457,0.0021276887794278382,5.404682274247492
2226,3.753991989123467,0.3367864226412065,0.5352457482300843,-0.18281329337107868,2.604153474480534,0.0021173407253451135,5.404414715719064
2227,3.753991989123467,0.3367864226412065,0.5326021662285995,-0.18982134130296427,2.604688618868058,0.0021069246080224853,5.404147157190636
2228,3.753991989123467,0.3367864226412065,0.5299660814236562,-0.1967783713785138,2.605221118173173,0.0020964576350267767,5.403879598662208
2229,3.753991989123467,0.3367864226412065,0.5273412374347253,-0.2039705122587421,2.605750979916021,0.0020859418884762847,5.40361204013378
2230,3.753991989123467,0.3367864226412065,0.5247278785787469,-0.21140603393043217,2.606278215262423,0.0020753744761537896,5.403344481605351
2231,3.753991989123467,0.3367864226412065,0.5221262656431607,-0.21909350178368078,2.6068028356190647,0.0020647524257316925,5.403076923076923
2232,3.753991989123467,0.3367864226412065,0.5195366769969452,-0.22704178711500742,2.6073248526497697,0.0020540726818928674,5.402809364548495
2233,3.753991989123467,0.3367864226412065,0.5169594097750186,-0.23526007798136073,2.6078442782928763,0.0020433321033193,5.402541806020067
2234,3.753991989123467,0.3367864226412065,0.5143947811539393,-0.24375789041141152,2.608361124779783,0.002032527459540004,5.402274247491639
2235,3.753991989123467,0.3367864226412065,0.5118431297091571,-0.25254507998514225,2.6088754046547544,0.0020216554276287256,5.402006688963211
2236,3.753991989123467,0.3367864226412065,0.5093048168725438,-0.2616318537877131,2.6093871307960717,0.0020107125887414683,5.401739130434782
2237,3.753991989123467,0.3367864226412065,0.5067802284844207,-0.27102878274761627,2.6098963164386237,0.0019996954244827342,5.401471571906354
2238,3.753991989123467,0.3367864226412065,0.5042697764628412,-0.28074681436371124,2.6104029751980327,0.0019886003130886887,5.401204013377926
2239,3.753991989123467,0.3367864226412065,0.5017739005853143,-0.2907972858302757,2.6109071210964303,0.0019774235254140576,5.400936454849498
2240,3.753991989123467,0.3367864226412065,0.499293070391166,-0.3011919375664744,2.6114087685899965,0.001966161220708683,5.40066889632107
2241,3.753991989123467,0.3367864226412065,0.4968277872257651,-0.3119429271534977,2.611907932598379,0.001954809442168389,5.400401337792642
2242,3.753991989123467,0.3367864226412065,0.494378586420399,-0.32306284368708715,2.612404628536134,0.0019433641122431381,5.400133779264214
