Step,u_nom_v,u_nom_w,u_safety_v,u_safety_w,x,y
26,3.0927817503397192,-2.609002667257112,0.7376632490647935,-2.606855944180987,0.6000107032252858,0.006950465711833177
27,3.0927817503397192,-2.609002667257112,0.7028611111004858,-2.6056463098740377,0.6170645312023006,0.01396893203065266
28,2.3406523917037116,1.9853759170231784,0.6743880543491277,1.9886217516122908,0.6329899757318747,0.021394482850042643
29,2.3406523917037116,1.9853759170231784,0.6529065501843745,1.9897591698105292,0.6480713876388111,0.028931096466171265
30,2.8890016567910926,-7.892977095851101,0.6075820785011604,-7.885280111558253,0.6623223979446502,0.03688961751652402
31,2.8890016567910926,-7.892977095851101,0.5853450039408536,-7.883248293173088,0.6751994510655073,0.04494591888532813
32,3.203683278174027,0.0026458189454623467,0.5960398400339451,0.01607107894835186,0.6873587353716354,0.053088080065679395
33,3.203683278174027,0.0026458189454623467,0.5666200693068826,0.01900595594766955,0.6996377424425838,0.06152997956572713
34,3.430543119803837,-2.408935734846728,0.5221420992045197,-2.3875192752579695,0.7113074480043775,0.06955988687773115
35,3.430543119803837,-2.408935734846728,0.4819796402826478,-2.3839531075410574,0.7220575996836598,0.07696457939150167
36,4.121704487385031,16.30598100568578,0.6075230875025835,16.33915141544513,0.73210411144741,0.08361723562117392
37,4.121704487385031,16.30598100568578,0.5888713643704272,16.344781358136068,0.7450692065789963,0.09152824041730054
38,4.633209247870712,-1.9558069169733283,0.3532496436413316,-1.900509365350994,0.7577742846056656,0.09896543879410383
39,4.633209247870712,-1.9558069169733283,0.318508194802823,-1.894793846979719,0.7661619675247452,0.10388070699798183
40,4.614504021352956,16.46992409122554,0.5506369160653072,16.530276655778945,0.7731043874501882,0.10778038319308539
41,4.614504021352956,16.46992409122554,0.5398276002237593,16.538256053093015,0.7846333914894217,0.11370607162666754
42,4.415575483358297,19.429206113818182,0.6079683346933248,19.50364176939178,0.7967471645621109,0.1196550337773689
43,4.415575483358297,19.429206113818182,0.6697138136435342,19.520062861084995,0.8103868360019975,0.12636139627916926
44,5.589631425430188,-14.681314326025543,-0.30311850500320203,-14.48530058766584,0.8252669643981067,0.13403633269785759
45,5.589631425430188,-14.681314326025543,-0.4489968052497247,-14.420921225518478,0.8354914724860641,0.1398116120040048
46,6.02150397551394,-15.544052432885774,-0.5904873927029337,-15.215569245143246,0.8412976394165488,0.14324007942680222
47,6.02150397551394,-15.544052432885774,-0.5934240287927043,-15.222664557521085,0.8427979571872688,0.1441269596159006
48,4.8335462383156065,15.94061969387229,0.7824643335719157,16.10649969039915,0.839964235434486,0.14252100896289926
49,4.8335462383156065,15.94061969387229,0.7558888475665344,16.104887943455847,0.8415112789785766,0.14332360858639825
50,4.951596443310749,18.090519914834378,0.9225941051076407,18.274297676677698,0.8475523359107439,0.14631887058431284
51,4.951596443310749,18.090519914834378,1.2168524854920537,18.32441475894131,0.8580705182643891,0.15154019768383323
52,4.783862409290293,-19.559655848994314,-2.4749085462361227,-18.562150814283886,0.8729213653282958,0.15927164073154795
53,4.783862409290293,-19.559655848994314,-6.7097207983596325,-13.685390191797316,0.8831238466611561,0.1650857435305496
54,5.13271163141064,-14.603490672767306,8.493418381449647,-3.115728630208955,0.888916939416103,0.16853625648175247
55,5.13271163141064,-14.603490672767306,5.1327116314106425,-14.603490672767306,0.8990029088647727,0.17455021000545218
56,6.522138930598921,-18.74475681981716,6.5221389305989215,-18.74475681981716,0.9135376854904724,0.1828606334938562
57,6.522138930598921,-18.74475681981716,6.522138930598923,-18.74475681981716,0.9327996079606345,0.19294674603932946
58,5.594383439304997,-11.297327703067193,5.594383439304998,-11.297327703067193,0.9571457326597782,0.20401227761585666
59,5.594383439304997,-11.297327703067193,5.5943834393049965,-11.297327703067193,0.9869414743711978,0.21495860148346732
60,4.625107899122284,1.9763353900223164,4.625107899122282,1.9763353900223164,1.0224607245153028,0.22436176866052238
61,4.625107899122284,1.9763353900223164,4.625107899122284,1.9763353900223164,1.0637547596168322,0.23046650470753346
62,5.945509871062914,0.9788205289731287,5.9455098710629155,0.9788205289731287,1.1104307314699937,0.232965953075431
63,5.945509871062914,0.9788205289731287,5.945509871062915,0.9788205289731287,1.162162138560167,0.23187803558657805
64,5.0137866236417805,-3.4211049723659097,5.0137866236417805,-3.4211049723659097,1.218737716546044,0.22752436208404828
65,5.0137866236417805,-3.4211049723659097,5.01378662364178,-3.4211049723659097,1.2800810073065285,0.22051154314383528
66,2.1752623589367186,8.114586513161532,2.1752623589367186,8.114586513161532,1.3458662327127466,0.20924604171347264
67,2.1752623589367186,8.114586513161532,2.175262358936719,8.114586513161532,1.4057783314946568,0.19432225632369282
68,2.3433085347622495,8.114041005836809,2.34330853476225,8.114041005836809,1.4599884974181425,0.17755895092318097
69,2.3433085347622495,8.114041005836809,2.3433085347622504,8.114041005836809,1.5152774157881548,0.15819223175975236
70,0.5860134200466843,2.851065512178878,0.5860134200466842,2.851065512178878,1.5702031977806676,0.1378184059483849
71,0.5860134200466843,2.851065512178878,0.5860134200466843,2.851065512178878,1.6204499454031656,0.11920734672674375
72,0.725486580146478,-1.200232028644113,0.725486580146478,-1.200232028644113,1.6663239579758276,0.1032118783440071
73,0.725486580146478,-1.200232028644113,0.725486580146478,-1.200232028644113,1.7079918569987251,0.0904353727330455
74,1.7528145444956091,3.9370390200106025,1.7528145444956091,3.9370390200106025,1.7450900522409347,0.0798358595041441
75,1.7528145444956091,3.9370390200106025,1.7528145444956094,3.9370390200106025,1.7870015505181494,0.06788265002851185
76,0.07836858113504094,-2.564352505835581,0.07836858113504094,-2.564352505835581,1.8293648398489661,0.05667658094985641
77,0.07836858113504094,-2.564352505835581,0.07836858113504096,-2.564352505835581,1.8672442320142533,0.048181153933715824
78,1.5309306002099814,2.668299480385199,1.5309306002099818,2.668299480385199,1.900381002332608,0.04141569402747933
79,1.5309306002099814,2.668299480385199,1.530930600209982,2.668299480385199,1.9378843034930942,0.03377728999077584
80,0.15756386117389795,-2.128737739785269,0.15756386117389795,-2.128737739785269,1.9755275145469564,0.02686125964697052
81,0.15756386117389795,-2.128737739785269,0.15756386117389795,-2.128737739785269,2.008457713039631,0.022095528712201253
82,1.5539667407874556,-0.009451151773595439,1.5539667407874556,-0.009451151773595439,2.0365121424500487,0.018584616506955212
83,1.5539667407874556,-0.009451151773595439,1.5539667407874556,-0.009451151773595439,2.0695298312616806,0.014468503091630511
84,-0.4227536675161036,1.992296342238109,-0.4227536675161037,1.992296342238109,2.1075079946790343,0.009724884472175226
85,-0.4227536675161036,1.992296342238109,-0.42275366751610366,1.992296342238109,2.140523734703507,0.005593168757608654
86,1.2100009046657914,-1.8747503230653852,1.2100009046657914,-1.8747503230653852,2.1686383603999544,0.0026022932995310535
87,1.2100009046657914,-1.8747503230653852,1.2100009046657918,-1.8747503230653852,2.1988169859450286,0.0005251730531986003
88,0.3964204248007371,0.6648507263609774,0.3964204248007372,0.6648507263609774,2.229028892685464,-0.0009929044859208697
89,0.3964204248007371,0.6648507263609774,0.3964204248007372,0.6648507263609774,2.254246799460033,-0.0022660187974419474
90,2.075387672952355,-0.5137132190707119,2.075387672952355,-0.5137132190707119,2.2744852419660972,-0.0029507529818975356
91,2.075387672952355,-0.5137132190707119,2.075387672952355,-0.5137132190707119,2.2997315300497747,-0.0033850111275265443
92,0.3711394453830999,1.2804247328959184,0.37113944538309995,1.2804247328959184,2.3299759026223845,-0.003969644343050866
93,0.3711394453830999,1.2804247328959184,0.3711394453830999,1.2804247328959184,2.355212860030475,-0.004781816075684975
94,2.209092917814486,-0.40019382092288763,2.209092917814486,-0.40019382092288763,2.375455899068985,-0.00531359277693445
95,2.209092917814486,-0.40019382092288763,2.2090929178144862,-0.40019382092288763,2.4007058891066033,-0.0053541543505683815
96,0.33274183103966803,1.6283525009725965,0.3327418310396681,1.6283525009725965,2.4309556319618824,-0.005224056322071736
97,0.33274183103966803,1.6283525009725965,0.33274183103966803,1.6283525009725965,2.456205243806433,-0.005368083543796592
98,2.0020169612785574,-0.8819163117998622,2.0020169612785574,-0.8819163117998622,2.4764551727853323,-0.005306501694484966
99,2.0020169612785574,-0.8819163117998622,2.002016961278558,-0.8819163117998622,2.5016934239780655,-0.0045355808985620685
100,0.3696005547026323,0.05682644796094928,0.36960055470263226,0.05682644796094928,2.531920111286546,-0.0033476235496401816
101,0.3696005547026323,0.05682644796094928,0.36960055470263226,0.05682644796094928,2.5571593135767485,-0.002608495756013748
102,1.9624813651526651,-1.8065566984481307,1.9624813651526656,-1.8065566984481307,2.5773997959582493,-0.001986974285123841
103,1.9624813651526651,-1.8065566984481307,1.9624813651526651,-1.8065566984481307,2.6026367962715256,-0.001176136860741249
104,0.42014792302810877,3.2395463301523835,0.42014792302810877,3.2395463301523835,2.632883511100321,-0.0007287998814257235
105,0.42014792302810877,3.2395463301523835,0.4201479230281088,3.2395463301523835,2.658127811032505,-0.001266352739279132
106,2.2243404294949336,0.8350898735963608,2.2243404294949336,0.8350898735963608,2.6783627339096183,-0.0020482172620087096
107,2.2243404294949336,0.8350898735963608,2.224340429494934,0.8350898735963608,2.703595288025046,-0.0029872885868259726
108,0.24873344728205368,-1.72763639680245,0.24873344728205368,-1.72763639680245,2.733840924782077,-0.0035023861205510536
109,0.24873344728205368,-1.72763639680245,0.2487334472820537,-1.72763639680245,2.7590907604183905,-0.00340521369531106
110,1.8110192387521342,2.07008435214582,1.8110192387521344,2.07008435214582,2.7793404214863204,-0.0032842070484232835
111,1.8110192387521342,2.07008435214582,1.8110192387521344,2.07008435214582,2.8045890129392714,-0.0035530411664871043
112,0.914948029892501,-0.6401927254741857,0.9149480298925011,-0.6401927254741857,2.834837937673032,-0.003810763417792037
113,0.914948029892501,-0.6401927254741857,0.9149480298925011,-0.6401927254741857,2.8600860324056683,-0.003498746570672568
114,2.125421750344548,1.8817476668796376,2.1254217503445485,1.8817476668796376,2.8829573336845233,-0.0031674405347244367
115,2.125421750344548,1.8817476668796376,2.125421750344548,1.8817476668796376,2.9108310022251516,-0.003209813142817864
116,0.02370849633205558,-1.1875329263922374,0.02370849633205558,-1.1875329263922374,2.9437046783062395,-0.003169542315258244
117,0.02370849633205558,-1.1875329263922374,0.02370849633205558,-1.1875329263922374,2.971571185057313,-0.0025363007791044147
118,2.299395779923157,-0.1028560358747829,2.299395779923157,-0.1028560358747829,2.994437469572543,-0.0019538762379326634
119,2.299395779923157,-0.1028560358747829,2.2661833216203657,-0.10285700900409289,3.0223099229498067,-0.0016901792849640129
120,-0.6600923768713237,-0.5595780098794035,-0.6600923768713238,-0.5595780098794035,3.055182843598297,-0.0014637088411310743
121,-0.6600923768713237,-0.5595780098794035,-0.6600923768713238,-0.5595780098794035,3.083056284523444,-0.0013433579248106793
122,1.4069029024550672,0.2334858807008106,1.4069029024550674,0.2334858807008106,3.1059289154526644,-0.0015645823657409854
123,1.4069029024550672,0.2334858807008106,1.4069029024550668,0.2334858807008106,3.1337948140086973,-0.0022240450376222794
124,-0.116232838412037,0.273294910167419,-0.116232838412037,0.273294910167419,3.1666626431417355,-0.002845341187013015
125,-0.116232838412037,0.273294910167419,-0.11623283841203706,0.273294910167419,3.1945339655410927,-0.0032094580114103853
126,1.0720981635881965,-0.8193861751987196,1.0720981635881965,-0.8193861751987196,3.2174072222365084,-0.003351985283287606
127,1.0720981635881965,-0.8193861751987196,1.072098163588197,-0.8193861751987196,3.244209671481196,-0.003335869555283851
128,0.5643393478375999,-0.17260655519795165,0.5643393478376,-0.17260655519795165,3.2710104094313266,-0.003639169009917359
129,0.5643393478375999,-0.17260655519795165,0.5643393478376,-0.17260655519795165,3.292801839997487,-0.004332392072070873
130,2.5677211583789625,0.4596024965161124,1.5062209450573076,0.45940568831893214,3.309593336906368,-0.004939100400416353
131,2.5677211583789625,0.4596024965161124,1.4461894745559107,0.45937131775356976,3.3313779732688595,-0.0058203624997477605
132,0.0641960463391501,0.1561187734053206,0.06419604633915008,0.1561187734053206,3.3581691994975036,-0.006596083065648317
133,0.0641960463391501,0.1561187734053206,0.06419604633915012,0.1561187734053206,3.379968329689518,-0.006976776124809941
134,2.4049624094506057,-0.4373677077558696,1.2654843220825787,-0.43765640755933577,3.3967692392812587,-0.007204592557058842
135,2.4049624094506057,-0.4373677077558696,1.2050055800410213,-0.4377065813511184,3.418570676973443,-0.007415113072684102
136,-0.36162254678022254,-1.0862618365535304,-0.36162254678022265,-1.0862618365535304,3.4453674457672356,-0.007967134306667074
137,-0.36162254678022254,-1.0862618365535304,-0.36162254678022265,-1.0862618365535304,3.4671590564958055,-0.008654670624372189
138,2.036499136203595,-0.3663957843007151,1.024758093565901,-0.36688604688103466,3.483932574235851,-0.009640351130931452
139,2.036499136203595,-0.3663957843007151,0.96310758488004,-0.3670331333855124,3.5056547273320313,-0.01150986154807319
140,-0.9087635829636285,-6.365521020142633,-0.9087635829636288,-6.365521020142633,3.5296237903117995,-0.013794409075553115
141,-0.9087635829636285,-6.365521020142633,-0.9087635829636287,-6.365521020142633,3.5485980020572563,-0.015778730106025575
142,2.302300320684688,-1.968952482735685,0.8106774458425289,-1.9705525401722108,3.56255298950584,-0.017633364949669925
143,2.302300320684688,-1.968952482735685,0.7659289125183352,-1.9710420690906596,3.5813265297640453,-0.021026361779457863
144,1.6120422563332164,-3.032458774187316,0.7254020949555628,-3.033990070936576,3.5999789160561244,-0.025355671482605237
145,1.6120422563332164,-3.032458774187316,0.6961818829036188,-3.0344720270702057,3.617420963189324,-0.030321063351022526
146,2.669127584252314,6.651842725665128,0.6524319825431029,6.646205144328908,3.6337977839384457,-0.036213261663465134
147,2.669127584252314,6.651842725665128,0.6323507412704548,6.644751847724507,3.648682799504561,-0.04288248155785301
148,2.7724411457319436,4.826533632364851,0.6172180087909537,4.8173449390644985,3.6627171792148134,-0.05015938671315598
149,2.7724411457319436,4.826533632364851,0.5893619287260956,4.815329125815031,3.6761332171143417,-0.05778229436465878
150,3.097445482058068,-2.3918619228889644,0.5967436677298033,-2.4069680754595724,3.688798560613422,-0.0653109895334873
151,3.097445482058068,-2.3918619228889644,0.5809297158305035,-2.4099467944985107,3.7016159628673275,-0.07294503024410316
152,3.8346480022679947,10.543226759200923,0.47393114417725957,10.514110037418606,3.713945558799641,-0.08062003176561426
153,3.8346480022679947,10.543226759200923,0.45826902437435424,10.509199887303033,3.7237566880884367,-0.08726258006929749
154,4.1813893280461665,13.17560658366041,0.3999448456406282,13.132013532950669,3.733115803063356,-0.09387041848850718
155,4.1813893280461665,13.17560658366041,0.3565085393099484,13.126909055841619,3.7412788048450927,-0.09964431029845072
156,5.380106647850621,-12.97189598921109,0.657015675739789,-13.036030326842651,3.748646155937666,-0.10466014517455377
157,5.380106647850621,-12.97189598921109,0.6492994638718972,-13.045637096049346,3.7604256482935097,-0.11206333072481996
158,5.562064788183831,14.372483638206958,0.15746005863173465,14.270501239218618,3.774321529090818,-0.12045368935733464
159,5.562064788183831,14.372483638206958,0.09772189790460942,14.257101079150823,3.783932134087885,-0.12626789839533653
160,6.365214169183836,-15.82490309096969,0.7033146522206692,-15.947154900736889,3.78932155191709,-0.1293980844347765
161,6.365214169183836,-15.82490309096969,0.7129482701014466,-15.961096915168033,3.79923474448247,-0.134679880370718
162,5.236477123706939,20.298925070107295,-0.29272153029599096,20.133958728117978,3.813694909848854,-0.1420553287429894
163,5.236477123706939,20.298925070107295,-0.39908766975532967,20.108536620658445,3.823696591158502,-0.14716758129225482
164,4.625678296007394,-21.130926459001753,0.9681634732422525,-21.256070214561657,3.8292960009940216,-0.1499044588330207
165,4.625678296007394,-21.130926459001753,1.034794209731674,-21.27029389402947,3.839561432460012,-0.15446402810700777
166,5.985381686113219,14.83957178852176,-0.554089600516142,14.505574658160727,3.854511880781224,-0.16078682148572743
167,5.985381686113219,14.83957178852176,-0.7088616327976475,14.43734617302752,3.8648534536110697,-0.16517095498645828
168,5.491375535017303,-16.298494494270223,1.1143970617371157,-16.561669741947057,3.8706341998078146,-0.16750051773257188
169,5.491375535017303,-16.298494494270223,1.273003123765855,-16.6007536697203,3.8811993356092716,-0.17131452620713092
170,5.679241018461284,15.084937288336004,-1.560267212262295,14.26683659699229,3.8965635561897924,-0.17655230694598395
171,5.679241018461284,15.084937288336004,-2.1204683790562817,13.884263302204303,3.907192096312216,-0.1801858850741195
172,-4.4790713415008,-25.99301938119778,-4.479071341500799,-25.99301938119778,3.913124595214725,-0.18209621121145658
173,-4.4790713415008,-25.99301938119778,-4.4790713415008,-25.99301938119778,3.914310809080085,-0.18243075549389565
174,0.10128867902866054,-15.656661617539035,0.10128867902866057,-15.656661617539035,3.9106670317537717,-0.1814731313298539
175,0.10128867902866054,-15.656661617539035,0.10128867902866057,-15.656661617539035,3.911858769491731,-0.18178743114724094
176,3.0163841460459797,16.30115160639128,-3.567181397541279,14.699444863868926,3.9142941311936794,-0.18248107096212185
177,3.0163841460459797,16.30115160639128,-3.8281158157496877,14.468948181249871,3.9119484108785603,-0.18171455334446443
178,5.376511571374531,-14.35609846952691,2.575612012333395,-14.834333194887352,3.9048968560697124,-0.1792562291031182
179,5.376511571374531,-14.35609846952691,2.7761282377344463,-14.829866017155974,3.902567319643077,-0.17844185014224107
180,6.115292301267303,14.419489081055602,-3.8714595736307986,10.520336783905377,3.9049408333135833,-0.1793242081580295
181,6.115292301267303,14.419489081055602,-4.145972315460096,9.653114544819298,3.902662396544221,-0.17837622137386056
182,2.8449448279661573,15.275876844397397,-3.027260137237526,13.926005297607807,3.8958251790400302,-0.17537284991861812
183,2.8449448279661573,15.275876844397397,-1.4962610953611053,14.809917208952207,3.8844144776382494,-0.17034875725824508
184,8.508364201796452,-9.108513893921725,0.6373469984101361,-9.563304478734114,3.86830435227352,-0.1635969201366799
185,8.508364201796452,-9.108513893921725,0.5212851028958163,-9.459214976516357,3.8566367994547472,-0.15920217045532523
186,4.646583159498282,-21.179628126507154,0.9643127600492224,-21.324167002023252,3.849602360785089,-0.1566952887467892
187,4.646583159498282,-21.179628126507154,0.9902605608543168,-21.324411793164657,3.847278494337196,-0.15586486849938544
188,3.316526976598126,11.14346342026222,-0.3313785155492537,10.977800832786526,3.849645868312331,-0.15676356938063485
189,3.316526976598126,11.14346342026222,-0.3160116587952109,10.976631005795257,3.847374021446463,-0.1557998967842682
190,5.832491943788403,-8.30493022896977,0.5456525705988283,-8.519454854359415,3.840557672734146,-0.15274945853216876
191,5.832491943788403,-8.30493022896977,0.5699396436103867,-8.520407858589829,3.838306030465048,-0.1517394782615934
192,2.139872823143082,12.069609177388923,-0.3096943749175203,11.952906367603731,3.8405956955256175,-0.15282093871973026
193,2.139872823143082,12.069609177388923,-0.2918536213607757,11.952288690434974,3.838406355413123,-0.15168219251149775
194,1.6127104666460528,11.70620855068625,-0.20657497525157492,11.62952479944265,3.832000540476838,-0.1481890391809892
195,1.6127104666460528,11.70620855068625,-0.16376753489906795,11.640736661113372,3.827468615566193,-0.14571266696454058
196,3.2706048161116077,-15.271597097298034,0.7271202095818432,-15.35284447034979,3.823841275953627,-0.1438140396276386
197,3.2706048161116077,-15.271597097298034,0.7007873023665779,-15.351830833911627,3.824658648602181,-0.14420441977307602
198,4.667265594574938,0.33967051194741615,0.2042968070506153,0.18790684043896763,3.8300325207033117,-0.14665393189194406
199,4.667265594574938,0.33967051194741615,0.19120955640937434,0.1771387040896089,3.834678085549317,-0.14877630511983758
200,2.3542893229114745,-9.725800176787288,0.5643825149430841,-9.795057916271732,3.8390353390849925,-0.15074227197224432
201,2.3542893229114745,-9.725800176787288,0.645206913552909,-9.806834788345945,3.8479678866300153,-0.15472506841408834
202,6.001493520055026,14.524189015880326,-0.8270651850246503,14.019425219761251,3.8613794828437666,-0.1609367146727621
203,6.001493520055026,14.524189015880326,-1.2282702857171803,13.736994514079026,3.8701133142807125,-0.1653382214116277
204,6.617410794588916,17.754895781653925,-1.8390401578484763,16.67529215689504,3.874350859127521,-0.16755043697757213
205,6.617410794588916,17.754895781653925,-1.5823046131538934,16.876467023965258,3.87415559874589,-0.16744959888982558
206,6.832351623029265,-10.084492170140658,0.9189367580337885,-10.518004795794376,3.8694635138772453,-0.16516262590798622
207,6.832351623029265,-10.084492170140658,0.8188945969191942,-10.483159541040134,3.8692621065737653,-0.16507470529220153
208,4.827067607036928,11.02242521303126,-0.6610358920978242,10.62233452312214,3.8736862611420664,-0.1668851031475634
209,4.827067607036928,11.02242521303126,-0.6111637522690955,10.663047389162433,3.8734825036738423,-0.16680277556580725
210,0.6688073521183486,-5.314246548552417,0.353743425818657,-5.330572148722059,3.868598840142397,-0.16496002318258698
211,0.6688073521183486,-5.314246548552417,0.32398451069418077,-5.330921357033108,3.868390158066233,-0.16489112668294456
212,-4.573855591981749,-15.216841224689919,-4.57385559198175,-15.216841224689919,3.8729629201684252,-0.16628415604217353
213,-4.573855591981749,-15.216841224689919,-4.57385559198175,-15.216841224689919,3.8727524158303805,-0.1662210461361412
214,9.241877281583843,11.938911874458292,-0.5261719546798681,11.410264621453413,3.8677745007039035,-0.1646506109009838
215,9.241877281583843,11.938911874458292,-0.4136771734572888,11.483956062828621,3.8581352470197157,-0.1612552751084941
216,6.748339848138494,-21.161118428603615,0.9960505090286874,-21.388857367806693,3.8484309708949698,-0.15768000906322605
217,6.748339848138494,-21.161118428603615,0.980730382799524,-21.37936737993309,3.843410280312685,-0.15585548854747602
218,5.599797386217723,5.957363747182995,-0.036014625530807774,5.72814336053472,3.843090618453566,-0.1557341132331101
219,5.599797386217723,5.957363747182995,-0.027250000471401525,5.723581340430611,3.84225991551578,-0.15538685121138623
220,5.3386423875465665,-23.036681239581938,1.1509505560085074,-23.206890901155994,3.8416352022156284,-0.15511512548354525
221,5.3386423875465665,-23.036681239581938,1.2667130670305773,-23.22117405067504,3.8456031301624565,-0.1568201619258208
222,10.047175413655204,62.55193294235358,-3.4788065359474523,61.735318633127086,3.8541113309960293,-0.16062142749381914
223,10.047175413655204,62.55193294235358,-4.08578463660755,61.54998250554938,3.857994026934376,-0.1625125313278404
224,4.781197161915878,45.592433459019425,-2.8131414108650423,45.07322936211672,3.8573858960177128,-0.16220548350297365
225,4.781197161915878,45.592433459019425,-2.2631104054520166,45.20416972792468,3.8523031291895364,-0.1596673576064121
226,3.403143121196373,-14.990164746026634,0.8038005689895449,-15.095103801089012,3.8426390516435376,-0.15511821406073475
227,3.403143121196373,-14.990164746026634,0.7189647328052263,-15.084683526397514,3.837401920837157,-0.1529161553391594
228,3.5492874599431463,-9.640599722396486,0.5231351269454594,-9.745190212167536,3.83676797492757,-0.15266672766973477
229,3.5492874599431463,-9.640599722396486,0.5563000299427593,-9.754051720247205,3.840793805966277,-0.15423014888888512
230,3.2698559822971003,29.450542056722462,-1.2067834956987218,29.235643212507345,3.849431310013041,-0.15772766589170137
231,3.2698559822971003,29.450542056722462,-1.3835482500946688,29.196957213619342,3.8533785530945406,-0.15948005669179718
232,8.537490801714265,38.124884152529816,-1.7881193547050085,37.57776863199993,3.852759928042708,-0.15919474173634932
233,8.537490801714265,38.124884152529816,-1.4946206873737584,37.677353590159555,3.84759044937686,-0.15683824178520317
234,7.9446865571313365,-3.3416313617954514,0.29846744156680627,-3.6043991963175244,3.8377713038416257,-0.15263425763060076
235,7.9446865571313365,-3.3416313617954514,0.28402028787773825,-3.5755308684002323,3.832459461670794,-0.15061908159645854
236,9.411894679023384,-20.716251125780897,0.8043449320758772,-20.974824770167192,3.8318170787497965,-0.15039226501556577
237,9.411894679023384,-20.716251125780897,0.8538901577751247,-20.99484764248343,3.8358957604884085,-0.15181210892805
238,3.7097462709667126,21.25155481456032,-0.6714438617256985,21.07720062117734,3.8446517277365255,-0.1550014880044159
239,3.7097462709667126,21.25155481456032,-0.7616068585863098,21.05392095895694,3.8486585641965827,-0.15661296653144077
240,4.656840268081598,-13.033542737365181,0.7371534196106788,-13.202871913353293,3.8480302213800286,-0.15634974251383968
241,4.656840268081598,-13.033542737365181,0.8101635839740838,-13.21968097487833,3.8520209195602413,-0.15800078142772228
242,2.2457666664503866,12.928641157839515,-0.6400041202478981,12.739563220205948,3.8605799162375654,-0.16168624981320803
243,2.2457666664503866,12.928641157839515,-0.7694070278379517,12.694003031470695,3.864487914992409,-0.16352449549669162
244,1.6065321477152033,3.980573178994705,-0.07809173152935796,3.8545034049798685,3.863875673749471,-0.16322572762860207
245,1.6065321477152033,3.980573178994705,-0.07245377582516566,3.872014539886072,3.8621173680358054,-0.162377311397867
246,4.241986178942565,-23.9547696758385,1.4331606083828927,-24.105673445440782,3.860468200564208,-0.16162816844074698
247,4.241986178942565,-23.9547696758385,1.394355001583993,-24.105963365639266,3.8634240896394565,-0.16282409667359046
248,3.19037550434992,-31.915956267517867,2.0598448640066955,-31.98547846460747,3.8710841277571033,-0.16571855631974092
