Step,X_d,Y_d,Theta_d,X,Y,Theta
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.021673891297099034,0.0,0.0,0.02266183016441287,0.0,-0.04318468091374564
2.0,0.030343447815938642,0.0,0.0,0.03368190949932581,-0.00047619466765649497,-0.03177071985458874
3.0,0.030343447815938642,0.0,0.0,0.027416752737921844,-0.0002770791285121976,-0.047817348483653814
4.0,0.030343447815938642,0.0,0.0,0.029064091732423667,-0.00035591060313472757,-0.05306165009866769
5.0,0.030343447815938642,0.0,0.0,0.022965798927907417,-3.2021092585130233e-05,-0.0914047224621865
6.0,0.030343447815938642,0.0,0.0,0.02560636045323822,-0.0002740553127361658,-0.12951185434787643
7.0,0.030343447815938642,0.0,0.0,0.026553257584086696,-0.0003973800098538826,-0.1316286910210924
8.0,0.030343447815938642,0.0,0.0,0.007674330568920893,0.0021020804533425394,-0.1030558461104654
9.0,0.030343447815938642,0.0,0.0,0.020468689557148576,0.0007788592152872856,-0.1680840195094834
10.0,0.030343447815938642,0.0,0.0,0.033268997167482925,-0.0013931613830720259,-0.15982681808888408
11.0,0.030343447815938642,0.0,0.0,0.0318108252353251,-0.0011581014814606475,-0.21116187500083203
12.0,0.03467822607535845,0.0,0.0,0.03843744100679201,-0.0025785656384760425,-0.1349363311610992
13.0,0.04334778259419807,0.0,0.0,0.04388161160189107,-0.0033176733444965725,-0.1261226436640761
14.0,0.04334778259419807,0.0,0.0,0.04173467771246308,-0.003045451429404725,-0.0601979236922332
15.0,0.04334778259419807,0.0,0.0,0.04328165916541905,-0.0031386891527246533,-0.08673295615376067
16.0,0.04334778259419807,0.0,0.0,0.04581039767576362,-0.0033585657440685463,-0.0355071132030385
17.0,0.04334778259419807,0.0,0.0,0.04338039428898806,-0.0032722470601078677,-0.09286803852690062
18.0,0.04334778259419807,0.0,0.0,0.039877381991592416,-0.002945990709743984,-0.1131222491937996
19.0,0.04334778259419807,0.0,0.0,0.04649571404303139,-0.0036978812819089446,-0.0696073531469733
20.0,0.04768256085361787,0.0,0.0,0.051669524990449966,-0.004058599337646916,-0.10077105866474063
21.0,0.04768256085361787,0.0,0.0,0.0424609310585723,-0.003127485682960547,-0.15659568489843054
22.0,0.04768256085361787,0.0,0.0,0.049030646726953744,-0.004164767515170783,-0.16396795879049397
23.0,0.04768256085361787,0.0,0.0,0.04609911068203662,-0.0036797349430415104,-0.1476105126307487
24.0,0.04768256085361787,0.0,0.0,0.044584443163041096,-0.0034545159578353046,-0.16511869445574395
25.0,0.05201733911303767,0.0,0.0,0.05261437540814442,-0.004792590550984862,-0.12210148333742868
26.0,0.05201733911303767,0.0,0.0,0.05154412199145685,-0.004661257701121718,-0.07861689010937187
